id	en	hu
955	According to Foreign Minister Karel Schwarzenberg, if it will not be possible to solve the problem of the Czech scientists charged in India with the illegal collection of beetles, a certain worsening of Czech-Indian relations could take place.	Ha nem sikerülne megoldani a törvénytelen bogárgyűjtésért feljelentett cseh tudósok problémáját, Karel Schwarzenberg cseh külügyminiszter szerint a cseh-indiai kapcsolatokban bizonyos elhidegülés következhetne be.
956	The top representatives of the American Congress and George W. Bush's cabinet have agreed upon a broader form of the agreement on financial assistance for the American financial system.	Az amerikai Kongresszus legfőbb vezetői és George W. Bush elnök kormánya megállapodtak a megállapodás tágabb formájában és az amerikai pénzügyi rendszer számára nyújtandó pénzügyi segítségben.
957	According to the agreement, that country has the exclusive right to all resources of the continental shelf.	Az ilyen országnak az egyezmény szerint kizárólagos joga van a kontinentális talapzat valamennyi forrására.
958	This service by itself could be a substantial reason for obtaining a music cell phone.	Ez a szolgáltatás már önmagában is nyomós érv lehet a zenei mobil beszerzésére.
959	It must be added that the OPC has rather considerable power to uncover such activities, and if it does not wish to, it does not have to be satisfied with operators' claims that they have no idea about any such thing and that their trading conditions prohibit it.	Hozzá kell tenni, hogy az ÚOHS-nak az efféle tevékenység leleplezéséhez viszonylag erős jogköre van, és ha nem akarja, nem kell megelégednie az szolgáltatók magyarázatával, hogy semmi ilyesmit nem sejtettek, és hogy kereskedelmi feltételeik ezt tiltják.
960	And the Ministry of the Interior at Viminale had in fact checked them all: among those groups going to Sofia none was banned, none had been forbidden to frequent a stadium.	A belügyminisztérium mindenkit le is ellenőrzött: a Szófiába készülők között nem volt olyan, akivel szemben eljárás lenne folyamatban, senki, akit eltiltottak volna a stadionlátogatástól.
961	In Quebec, the Federation of Societies of Quebec history, at least 40 000 volunteers grouped in 211 agencies for history, heritage, archives and genealogy are concerned with researching the history, with preserving, having few funds, piles of private archives, and preserving archaeological remains.	A Québeci Történelmi Társaságok Szövetsége (Fédération des sociétés d'histoire du Québec) keretein belül 211 történelemmel, kulturális örökséggel, levéltárazással és genealógiával foglalkozó társaság több mint 40 000 önkéntese fáradozik a történelem kutatásán, valamint a nagyszámú magánarchívum és archeológiai leletek megőrzésén, minimális költségvetéssel.
962	"In short, this is GLK, the latest addition to the ""compact"" off-road vehicles from the starred manufacturer, with which Mercedes-Benz has tried to let in a breath of fresh air into this sector."	"Pár szóban ennyi a Mercedes-Benz legújabb ""kompakt terepjárója"", amellyel a német autógyár megpróbált friss lendületet hozni a piacra."
963	The governing Justice and Development party - the AKP - has crafted a whole new foreign policy for the country.	A kormányon levő Igazság és Fejlődés Pártja - az AKP - egy teljesen új külpolitikát dolgozott ki az országnak.
964	We must recognize that we have achieved this result through the professionalism and effectiveness of our men from the secret services, from the special forces, he said, without further details.	El kell ismernünk, hogy ezt az eredményt titkosszolgálati embereink és akciócsoportjaink professzionális és hatékony közbelépése nélkül nem érhettük volna el - jelentette ki, további részletek közlése nélkül.
965	For the plan to be implemented, the approval of both the House of Representatives and the Senate is required.	A program hatályba lépéséhez mind a Képviselőház, mind a Szenátus jóváhagyása szükséges.
966	But considering this approach by the mobile operators, the lack of interest by the Czech regulatory organs is, in fact, startling.	Tekintettel a mobilszolgáltatók ilyen hozzáállására azonban egyenesen elképesztő a cseh szabályozó szervek teljes érdektelensége.
967	This has also been confirmed by the Czech Telecommunications Bureau, who called attention to the fact that the price of a text message is higher here than in the rest of the Union.	Ezt egyébként a ČTÚ is megerősítette, amely felhívta arra a figyelmet, hogy az sms ára Csehországban drágább az Unió többi országánál.
968	"They will have to give up their current relationship with Iran; they will have to give up their relationship to the (Shi-ite movement) Hezbollah; they will have to give up the ongoing support they provide to the terrorism of the (Shi-ite movement) Hamas, (the terrorist network) Al-Qaeda and the jihad (holy war) in Iraq,"" the prime minister specified."	"Fel kell adniuk Iránnal való jelenlegi kapcsolatukat; fel kell adniuk a Hezbollahhal (síita mozgalom) való kapcsolatukat; fel kell adniuk a rendszeres támogatást, amelyet a Hamász (síita mozgalom), az Al-Kaida és Dzsihád (szent háború) terrorizmusának nyújtanak Irakban,"" pontosította a miniszterelnök."
969	From the beginning, with both of them and also with the chorus, I tried to make sure that they had clear articulation, so that the text could be understood well, so that they were in harmony, he said.	Már az elejétől fogva mindkettejüknél, és később a zenekarnál is igyekeztem a tiszta dikcióra, a szöveg jól érthetőségére és az összhangra ügyelni, említette.
970	Olmert would return nearly all occupied territories in exchange for peace	Olmert majdnem az összes megszállt területet visszaadná cserébe a békéért
971	Sudeten Germans requested that the Šumava region be incorporated into the United States in 1945.	A szudéta németek 1945-ben Šumava Egyesült Államokhoz csatolását kérték.
972	An additional application in a potential future could be the integration of this technology with the GPS satellite navigator to bring the driver to a specific destination, avoiding obstacles along the path.	A jövőben további alkalmazási lehetőséget jelenthet az egység egybeépítése a GPS műholdas navigációs rendszerrel, hogy az autóst az úton lévő akadályok elkerülésével juttassa el a végcélhoz.
973	Less common is the appearance of AAC (the format used by the Apple company and its iPods).	Az AAC (az Apple cég által és iPodjára használt formátum) kevésbé fordul elő.
974	Did you know that the French government devotes three and a half million Euro just for the restoration of the castle of Chinon in the Loire Valley?	Tudta-e Ön, hogy a francia kormány csak a Loire völgyében található Chinon kastély restaurálására három és fél millió eurót fordított?
975	After the accident a 51-year-old man was arrested on suspicion of careless driving.	A balesetet követően gondatlan vezetés gyanújával letartóztattak egy 51 éves férfit.
976	For instance, the case of regularly buying big doses of cholesterol-reducing drugs practically refers to the fact that the customer has untreatably high blood fat level, as a result of which this person would immediately be put to a higher risk category.	Például, ha rendszeresen nagy adag koleszterincsökkentőt vesz, az arra utal, hogy gyakorlatilag kezelhetetlenül magas a vérzsír-szintje, ami rögtön magasabb kockázatú kategóriába sorolja.
977	The flagging WestLB is still exposed to tremendous pressure, after all.	Hiszen a bizonytalan helyzetű WestLB bankra továbbra is hatalmas nyomás nehezedik.
978	If the traveller needs to confirm the validity of the coupons recorded, there is nothing easier than requesting this information from the driver, Drápal added.	Ha például az utasnak szüksége van a kuponok érvényességének ellenőrzésére, a legegyszerűbb megkérni a sofőrt erre, egészítette ki Drápal.
979	Our hooligans, in short, would not enter another stadium.	A mi futballhuligánjaink tehát nem tehetik be a lábukat egyetlen futballpályára sem.
980	Student Agency is the only bus transport provider to offer the steward service.	A Student Agency egyedüli autóbuszos fuvarozóként kínál utaskísérői szolgáltatásokat.
981	Previously, Mazzilli had been head of the police administration in Trieste where there is a nucleus of supporters of Ultras Italia, founded in 2002.	Mazzilli ezt megelőzően Trieszt rendőrfőkapitánya volt, azé a városé, ahol 2002 óta működik egy, az Ultras Itália csoportot támogató sejt.
982	The MP3 players from the brands mentioned above deliver the same service and in the same price category up to four thousand crowns, but with a greater memory capacity (up to 16 GB) and battery endurance (normally 15 hours, maximally up to 35 hours).	A fent említett márkák MP3 lejátszói azonos szolgáltatást tudnak nyújtani azonos árkategóriában négyezer koronáig, de nagyobb memória kapacitással (akár 16 GB) és akkumulátor-élettartammal (általában 15 óra, legfeljebb 35 óra).
983	The universal nature of the cell phone also brings disadvantages.	A több funkciós mobilnak azért hátrányai is vannak.
984	With the new generation's coming, the responsible for the company in Spain expect to sell around 2.000 units of Jazz within one year.	Az új generáció esetében a spanyol leányvállalat vezetői egy év leforgása alatt 2000 eladott példánnyal kalkulálnak.
985	"It reached beyond the edge of the coastal sea, often even beyond the edge of the two hundred nautical miles of the so-called exclusive economic zone"", Mikulka explains."	"A part menti tenger határain, gyakran kétszáz tengeri mérföld ún. kizárólag gazdasági zóna határán is túlnyúlik,"" magyarázza Mikulka."
986	It's not the first time that the name Deka Bank - with its staff of 3000 one of the more significant employers in the financial center of Frankfurt - crops up in the context of a savings banks consolidation.	A 3000 munkatársával a frankfurti pénzügyi ágazat fontosabb munkaadói közé tartozó Deka-Bank neve nem először merül fel a takarékpénztári szektor konszolidálásával kapcsolatban.
987	A természetes élőhelyén a homológ rekombináció valószínűleg a napfényben jelenlevő UV-sugárzás által indukált.	A természetes élőhelyén a homológ rekombináció valószínűleg a napfényben jelenlevő UV-sugárzás által indukált.
988	A második világháború kitörésekor a gyártót több országból érkező megrendelések mentették meg a csődtől.	A második világháború kitörésekor a gyártót több országból érkező megrendelések mentették meg a csődtől.
989	Ez a kockázat az alkoholizálás és a dohányzás megszüntetésével csökkenthető.	Ez a kockázat az alkoholizálás és a dohányzás megszüntetésével csökkenthető.
990	Az epizód végén: Ez az erő, az evolúció, nem szentimentális.	Az epizód végén: Ez az erő, az evolúció, nem szentimentális.
991	Élete vége felé Nobel-békedíjra jelölték a dél-afrikai és észak-írországi belső ütközések békítő munkájáért.	Élete vége felé Nobel-békedíjra jelölték a dél-afrikai és észak-írországi belső ütközések békítő munkájáért.
992	Legalábbis az ötlet már korábban is felmerült Ausztriában, Svédországban és talán Görögországban.	Legalábbis az ötlet már korábban is felmerült Ausztriában, Svédországban és talán Görögországban.
993	Praktizált a Hágai Bíróságon is, beleértve a Nemzetközi Bíróságot és a Nemzetközi Büntetőbíróságot.	Praktizált a Hágai Bíróságon is, beleértve a Nemzetközi Bíróságot és a Nemzetközi Büntetőbíróságot.
994	Ez a többi kategória esetében is így működik.	Ez a többi kategória esetében is így működik.
995	Egyéves ott-tartózkodása során rejtélyes gyilkosságok felderítésébe bonyolódik, miközben kiaknázza a persona-idéző képességeit.	Egyéves ott-tartózkodása során rejtélyes gyilkosságok felderítésébe bonyolódik, miközben kiaknázza a persona-idéző képességeit.
996	Számos kormányzati intézmény a közszolgákkal együtt átköltözött Canberrába Melbourneből a háború után.	Számos kormányzati intézmény a közszolgákkal együtt átköltözött Canberrába Melbourneből a háború után.
997	Ezért a járművön leállították a munkát és egy új, leegyszerűsített prototípust gyártottak.	Ezért a járművön leállították a munkát és egy új, leegyszerűsített prototípust gyártottak.
998	A felkelők március 13-án azt mondták, életük árán is megvédik a várost.	A felkelők március 13-án azt mondták, életük árán is megvédik a várost.
999	A pártnak két szárnya van: a radikális demokraták és a progresszív liberálisok.	A pártnak két szárnya van: a radikális demokraták és a progresszív liberálisok.
1000	Néhány évig Röntgen és két legidősebb fia együtt játszottak zongoratrióként.	Néhány évig Röntgen és két legidősebb fia együtt játszottak zongoratrióként.
1001	A következő évtizedben nem vállalhatott nyilvános megjelenést, könyveit és esszéit egyedül publikálhatta.	A következő évtizedben nem vállalhatott nyilvános megjelenést, könyveit és esszéit egyedül publikálhatta.
1002	Károly Emánuel és a tanácsosai ezt tisztán látták.	Károly Emánuel és a tanácsosai ezt tisztán látták.
1003	Rosenbergék ezt a példát a hologenom-szemléletű evolúció elméletének kontextusában használják fel.	Rosenbergék ezt a példát a hologenom-szemléletű evolúció elméletének kontextusában használják fel.
1004	A sötétség idejére a konföderációs tüzérség óránként négy lövésre csökkentette tevékenységét.	A sötétség idejére a konföderációs tüzérség óránként négy lövésre csökkentette tevékenységét.
1005	A válság közepén Németországra pénzügyi válság sújtott le.	A válság közepén Németországra pénzügyi válság sújtott le.
1006	Dezső András: Schmitt-ügy: megszólal a bolgár sportkutató lánya.	Dezső András: Schmitt-ügy: megszólal a bolgár sportkutató lánya.
1007	A Tenpjó-korszak idején Japánt természeti katasztrófák és járványok sújtották.	A Tenpjó-korszak idején Japánt természeti katasztrófák és járványok sújtották.
1008	Az előtesztelők használata jelentősen felgyorsítja az efféle iteratív módszerek konvergenciáját.	Az előtesztelők használata jelentősen felgyorsítja az efféle iteratív módszerek konvergenciáját.
1009	Kétszer próbálkoznak meg a Révész hívásával (Ég és föld között).	Kétszer próbálkoznak meg a Révész hívásával (Ég és föld között).
1010	Először a saját hibáidról beszélj, mielőtt a másikat bírálnád!	Először a saját hibáidról beszélj, mielőtt a másikat bírálnád!
1011	A végül a régió mégis teljességgel kereszténnyé válik és a városok többsége püspökök székhelyéül szolgál.	A végül a régió mégis teljességgel kereszténnyé válik és a városok többsége püspökök székhelyéül szolgál.
1012	A deutérium nem radioaktív, és nem képvisel jelentős toxicitási veszélyt sem.	A deutérium nem radioaktív, és nem képvisel jelentős toxicitási veszélyt sem.
1013	Tizenkét paratípust jelöltek ki, további különálló csontvázelemek alapján.	Tizenkét paratípust jelöltek ki, további különálló csontvázelemek alapján.
1014	A börtönben hal meg, még mielőtt bíróságra kerülne.	A börtönben hal meg, még mielőtt bíróságra kerülne.
1015	A gravitáció általi fényelhajlás a csillagászati jelenségek egy új osztályáért felelős.	A gravitáció általi fényelhajlás a csillagászati jelenségek egy új osztályáért felelős.
1016	A drámához hasonlóan a melodráma is mély karakterfejlődésről szól, interakcióról, és erősen érzelmes témákról is.	A drámához hasonlóan a melodráma is mély karakterfejlődésről szól, interakcióról, és erősen érzelmes témákról is.
1017	A török végső kiűzése előtt a megpróbáltatások még tovább fokozódnak.	A török végső kiűzése előtt a megpróbáltatások még tovább fokozódnak.
1018	Pár órával később Ney elindította az utolsó támadást.	Pár órával később Ney elindította az utolsó támadást.
1019	Ebből a szívmegállás utáni túlélést illetően egy 6,8%-átlagos arány adódik.	Ebből a szívmegállás utáni túlélést illetően egy 6,8%-átlagos arány adódik.
1020	Az EU 2007-ben az európai pártokra vonatkozó módosítását követően az EPP a többi párthoz hasonlóan felelős a pán-európai, EP-választások kampányainak szervezéséért.	Az EU 2007-ben az európai pártokra vonatkozó módosítását követően az EPP a többi párthoz hasonlóan felelős a pán-európai, EP-választások kampányainak szervezéséért.
1021	Ügy tűnik, a fogadás a lóversenyeken kéz a kézben jár a versenyzéssel, és szintén hosszú történelme van.	Ügy tűnik, a fogadás a lóversenyeken kéz a kézben jár a versenyzéssel, és szintén hosszú történelme van.
1022	A rabszolgák értéke fél milliárd dollár értéket képviselt.	A rabszolgák értéke fél milliárd dollár értéket képviselt.
1023	A szaúd-arábiai királyi család egy 757–200-at kórházrepülőként használ.	A szaúd-arábiai királyi család egy 757–200-at kórházrepülőként használ.
1024	Ma is ez a legtöbbször használt vízturbina a világon.	Ma is ez a legtöbbször használt vízturbina a világon.
1025	Bármely két nem szomszédos csúcsnak μ közös szomszédja van.	Bármely két nem szomszédos csúcsnak μ közös szomszédja van.
1026	A kulturális diplomácia sikerének értékét szintén nehéz mérni.	A kulturális diplomácia sikerének értékét szintén nehéz mérni.
1027	Ava megtalálja őt az erdőben öntudatlanul és súlyosan megsérülve, de még életben van.	Ava megtalálja őt az erdőben öntudatlanul és súlyosan megsérülve, de még életben van.
1028	Ez általában hozzáférést biztosít bármely korábbi verzióhoz, egészen a fájl létrehozási idejéig.	Ez általában hozzáférést biztosít bármely korábbi verzióhoz, egészen a fájl létrehozási idejéig.
1029	Később ezt a kifejezést átalakítják két soros-párhuzamos multigráffá.	Később ezt a kifejezést átalakítják két soros-párhuzamos multigráffá.
1030	Az új aknamentesítő jármű tervezése 1986-ban kezdődött, és az első prototípus 1990-ben készült el.	Az új aknamentesítő jármű tervezése 1986-ban kezdődött, és az első prototípus 1990-ben készült el.
1031	Művei népszerűvé váltak Franciaországban, Romániában és az Egyesült Államokban.	Művei népszerűvé váltak Franciaországban, Romániában és az Egyesült Államokban.
1032	Korábbi repülőgépeket rögtönzött módszerekkel alakították át bombázókká 1941-től.	Korábbi repülőgépeket rögtönzött módszerekkel alakították át bombázókká 1941-től.
1033	A pozitív életstílus kialakulása a kockázati tényezők mérséklésével és a védő tényezők felerősítésével támogatható.	A pozitív életstílus kialakulása a kockázati tényezők mérséklésével és a védő tényezők felerősítésével támogatható.
1034	A légió számos győzelmet vívott ki a nacionalisták számára, kiváltképpen a légi csatákban, miközben Spanyolországot páncélostaktikájuk kipróbálására is felhasználták.	A légió számos győzelmet vívott ki a nacionalisták számára, kiváltképpen a légi csatákban, miközben Spanyolországot páncélostaktikájuk kipróbálására is felhasználták.
1035	A kéz, láb és vállízület anatómiája sok módon támogatja az utóbbi értelmezést.	A kéz, láb és vállízület anatómiája sok módon támogatja az utóbbi értelmezést.
1036	Az előretörési kísérlet pár órával az országos tűzszünet hatályba lépése előtt történt.	Az előretörési kísérlet pár órával az országos tűzszünet hatályba lépése előtt történt.
1037	A metróállomások többségének nevét a Szovjetunió összeomlását és az örmény függetlenség kikiáltását követően megváltoztatták.	A metróállomások többségének nevét a Szovjetunió összeomlását és az örmény függetlenség kikiáltását követően megváltoztatták.
1038	Felajánlása az Egyesült Államokat a városfejlesztés és a könyvtári expanzió csúcsán érte.	Felajánlása az Egyesült Államokat a városfejlesztés és a könyvtári expanzió csúcsán érte.
1039	Az Igazgatótanács és az Ukrán Központi Tanács kölcsönösen elismerték egymást.	Az Igazgatótanács és az Ukrán Központi Tanács kölcsönösen elismerték egymást.
1040	Mindkét nézet a család metaforáján keresztül nézi a kormányzást.	Mindkét nézet a család metaforáján keresztül nézi a kormányzást.
1041	A gyűrűk 1,3-diénné izomerizálhatók, ezért a polibenzvalént a poliacetilén lehetséges kiindulási anyagaként tanulmányozták.	A gyűrűk 1,3-diénné izomerizálhatók, ezért a polibenzvalént a poliacetilén lehetséges kiindulási anyagaként tanulmányozták.
1042	Egy másik jelentős fókusz a pszichometriában a személyiség tesztelésén van.	Egy másik jelentős fókusz a pszichometriában a személyiség tesztelésén van.
1043	A gyártásban nehéz és váratlan körülmények léptek fel.	A gyártásban nehéz és váratlan körülmények léptek fel.
1044	A tetők továbbra is a japán hatást tükrözték.	A tetők továbbra is a japán hatást tükrözték.
1045	Ez a termék különböző sportágak virtuális szimulációjáról szól.	Ez a termék különböző sportágak virtuális szimulációjáról szól.
1046	1931-ben a LOT kipróbálta a repülőgépet, de néhány tesztrepülés után visszaküldték a gyárnak.	1931-ben a LOT kipróbálta a repülőgépet, de néhány tesztrepülés után visszaküldték a gyárnak.
1047	Láva típus: A föld és a tűz típus kombinációja.	Láva típus: A föld és a tűz típus kombinációja.
1048	Létezését a közelmúltban differenciális pásztázó kalorimetriával erősítették meg.	Létezését a közelmúltban differenciális pásztázó kalorimetriával erősítették meg.
1049	Az évek során a régió és Magyarország éttermei kerültek előtérbe.	Az évek során a régió és Magyarország éttermei kerültek előtérbe.
1050	A szexuálisan aktív férfiak 25–75%-a szívesen használna hormonális születésszabályozási módszert, ha ez rendelkezésére állna.	A szexuálisan aktív férfiak 25–75%-a szívesen használna hormonális születésszabályozási módszert, ha ez rendelkezésére állna.
1051	Másik lehetőség az oxetán gyűrű létrehozására a Paternò–Büchi-reakció.	Másik lehetőség az oxetán gyűrű létrehozására a Paternò–Büchi-reakció.
1052	Ez elkülöníti egymástól a létrehozás és a használat felelősségét.	Ez elkülöníti egymástól a létrehozás és a használat felelősségét.
1053	Ő a Teremtője, Fenntartója és Pusztítója a világnak.	Ő a Teremtője, Fenntartója és Pusztítója a világnak.
1054	A Szovjetunió érdekei a térségben szintén említésre kerültek.	A Szovjetunió érdekei a térségben szintén említésre kerültek.
1055	A matematikában és a tudományos kísérletekben a multimédiát főleg modellezésre és szimulációra használják.	A matematikában és a tudományos kísérletekben a multimédiát főleg modellezésre és szimulációra használják.
1056	A finnországi demográfiai mozgások nem fejeződtek be a középkorban a svédek letelepedésével.	A finnországi demográfiai mozgások nem fejeződtek be a középkorban a svédek letelepedésével.
1057	A „zsidó kitelepítésről” beszélek: a zsidó nép kiirtásáról.	A „zsidó kitelepítésről” beszélek: a zsidó nép kiirtásáról.
1058	A P3 és P5 termékcsaládok részleteit 2010-ben jelentették be.	A P3 és P5 termékcsaládok részleteit 2010-ben jelentették be.
1059	1997-től új együttesével, az Ifjú Muzsikás Együttessel játszik.	1997-től új együttesével, az Ifjú Muzsikás Együttessel játszik.
1060	Egy évvel később a közönség már látogathatta a lakószobákat és a nyomdát.	Egy évvel később a közönség már látogathatta a lakószobákat és a nyomdát.
1061	A kjógenben zajló mozgások és párbeszédek jellemzően túlságosan eltúlzottak, így könnyű megérteni az előadást.	A kjógenben zajló mozgások és párbeszédek jellemzően túlságosan eltúlzottak, így könnyű megérteni az előadást.
1062	A HIV-1 fertőzőbb és könnyen átadható, és a HIV fertőzések többségének forrása a világon mindenütt, a HIV-2 nagymértékben Nyugat-Afrikára korlátozódik.	A HIV-1 fertőzőbb és könnyen átadható, és a HIV fertőzések többségének forrása a világon mindenütt, a HIV-2 nagymértékben Nyugat-Afrikára korlátozódik.
1063	A könyvsorozat első része a rádiójáték első négy epizódjából készült.	A könyvsorozat első része a rádiójáték első négy epizódjából készült.
1064	Franciaország Argentínát és Németországot előzte meg a szavazás első köre után.	Franciaország Argentínát és Németországot előzte meg a szavazás első köre után.
1065	Például az erős irányítások száma TG(0,2), míg a körmentes irányítások száma TG(2,0).	Például az erős irányítások száma TG(0,2), míg a körmentes irányítások száma TG(2,0).
1066	Elsődlegesen a hajó biztonságos áthaladásához szükséges minimális vízmélység meghatározásához használják.	Elsődlegesen a hajó biztonságos áthaladásához szükséges minimális vízmélység meghatározásához használják.
1067	Lásd még:Dzsejtun Közép-Ázsia történelmét meghatározta a terület éghajlata és földrajza.	Lásd még:Dzsejtun Közép-Ázsia történelmét meghatározta a terület éghajlata és földrajza.
1068	A házasságot Dánia és Svédország közötti barátság megteremtésének módjaként javasolták.	A házasságot Dánia és Svédország közötti barátság megteremtésének módjaként javasolták.
1069	A lehetséges opciók között Szijjártó Péter Azerbajdzsánt is említette.	A lehetséges opciók között Szijjártó Péter Azerbajdzsánt is említette.
1070	Az Egyesült Államokban, a bór 70%-át üvegek és kerámiák előállításához használják fel.	Az Egyesült Államokban, a bór 70%-át üvegek és kerámiák előállításához használják fel.
1071	A média fogalmát az 1920-as években kezdték el használni.	A média fogalmát az 1920-as években kezdték el használni.
1072	A költségvetés előrehaladtával a vasút ügyét is tanulmányozta, a képet váratlanul jónak látta.	A költségvetés előrehaladtával a vasút ügyét is tanulmányozta, a képet váratlanul jónak látta.
1073	A ketogén arány a zsír súlya arányítva a fehérje és a szénhidrát súlyának összegéhez.	A ketogén arány a zsír súlya arányítva a fehérje és a szénhidrát súlyának összegéhez.
1074	Több értékelés és felülvizsgálat után végül a tényleges építkezés 1983-ban kezdődött meg.	Több értékelés és felülvizsgálat után végül a tényleges építkezés 1983-ban kezdődött meg.
1075	A Romániában tanuló diákok és a nemzetközi sajtó képviselői nem léphettek be az országba.	A Romániában tanuló diákok és a nemzetközi sajtó képviselői nem léphettek be az országba.
1076	Megbízhatósági problémáknál a várható élettartamot a meghibásodásig eltelő átlagos időnek hívják és a várható jövőbeli élettartamot az átlagos megmaradó élettartamnak hívják.	Megbízhatósági problémáknál a várható élettartamot a meghibásodásig eltelő átlagos időnek hívják és a várható jövőbeli élettartamot az átlagos megmaradó élettartamnak hívják.
1077	Különböző szerzők négy kommentárja a Khuddaka-nikája más könyveihez.	Különböző szerzők négy kommentárja a Khuddaka-nikája más könyveihez.
1078	Nagyjából tizenöt táncot koreografáltak és próbáltak el a felvételek megkezdése előtt.	Nagyjából tizenöt táncot koreografáltak és próbáltak el a felvételek megkezdése előtt.
1079	Japánban és Ausztráliában az üzemanyag befecskendezős verziókat B6F nek nevezték.	Japánban és Ausztráliában az üzemanyag befecskendezős verziókat B6F nek nevezték.
1080	Másnap megjelentettünk egy hirdetést az újságokban: Japánban megöltek egy Európait.	Másnap megjelentettünk egy hirdetést az újságokban: Japánban megöltek egy Európait.
1081	Rontaná életkörülményeinket, karrierlehetőségeinket, szerepünk a világban jelentősen csökkenne.	Rontaná életkörülményeinket, karrierlehetőségeinket, szerepünk a világban jelentősen csökkenne.
1082	Az ágyút bevetették a szovjet-japán háborúban a Távol-Keleten, a téli háborúban és a második világháborúban is.	Az ágyút bevetették a szovjet-japán háborúban a Távol-Keleten, a téli háborúban és a második világháborúban is.
1083	Egy fókuszálási illúzió az élettel való elégedettség megítélésében.	Egy fókuszálási illúzió az élettel való elégedettség megítélésében.
1084	A társulat jellemzően a császár személyes örömére játszott.	A társulat jellemzően a császár személyes örömére játszott.
1085	Precízebben, egy n-csúcsú gráfban a szükséges idő O(1,9601n).	Precízebben, egy n-csúcsú gráfban a szükséges idő O(1,9601n).
1086	Miután két hónap múlva aláírták a fegyverszünetet, az észak-koreai kormány nekilátott a reptér helyreállításának és kibővítésének.	Miután két hónap múlva aláírták a fegyverszünetet, az észak-koreai kormány nekilátott a reptér helyreállításának és kibővítésének.
1087	2007-ben az MTV felszámolta a kategóriát a többi műfaji díjjal együtt, de 2008-ban visszatért.	2007-ben az MTV felszámolta a kategóriát a többi műfaji díjjal együtt, de 2008-ban visszatért.
1088	A tétel hagyományos szonáta formában épül fel, két fő témával, egy kidolgozással és egy összefoglalóval.	A tétel hagyományos szonáta formában épül fel, két fő témával, egy kidolgozással és egy összefoglalóval.
1089	A kényszerházasság felbontása a világ sok részén különösen nehéz.	A kényszerházasság felbontása a világ sok részén különösen nehéz.
1090	Az újjáépítés 1959-ben az új városháza elkészültével fejeződött be.	Az újjáépítés 1959-ben az új városháza elkészültével fejeződött be.
1091	A spinosauridák táplálkozására vonatkozó közvetlen bizonyítékok az európai és dél-amerikai taxonoktól származnak.	A spinosauridák táplálkozására vonatkozó közvetlen bizonyítékok az európai és dél-amerikai taxonoktól származnak.
1092	A három, jövőben játszódó epizód közül ez az első.	A három, jövőben játszódó epizód közül ez az első.
1093	A városfalakat is kutatták, és feltárták a praetoriánusok útja egy részét is.	A városfalakat is kutatták, és feltárták a praetoriánusok útja egy részét is.
1094	Egy héttel később, május 27-én az ellenzék újabb tüntetéssel próbálkozott.	Egy héttel később, május 27-én az ellenzék újabb tüntetéssel próbálkozott.
1095	Az 1965-ös bevándorlási törvény hatására megnövekedett a Kínából, Vietnámból és a théraváda országokból érkező migránsok száma.	Az 1965-ös bevándorlási törvény hatására megnövekedett a Kínából, Vietnámból és a théraváda országokból érkező migránsok száma.
1096	A Chagas-kór súlyos gazdasági kihatással bír az Egyesült Államokra és a világra.	A Chagas-kór súlyos gazdasági kihatással bír az Egyesült Államokra és a világra.
1097	Néhány alkalmazás még képes a VT, FF és NEL (C1-ből) értelmezésére.	Néhány alkalmazás még képes a VT, FF és NEL (C1-ből) értelmezésére.
1098	A létesítményt 1965-ben kiürítették, a nukleáris generátort eltávolították.	A létesítményt 1965-ben kiürítették, a nukleáris generátort eltávolították.
1099	"A nácik által ""nép-kártevőnek"" nyilvánított jezsuitákat üldözték, internálták és néha meg is gyilkolták."	"A nácik által ""nép-kártevőnek"" nyilvánított jezsuitákat üldözték, internálták és néha meg is gyilkolták."
1100	A Robertson–Seymour-tétel ezt az eredményt nagymértékben általánosítja, fákról gráfokra.	A Robertson–Seymour-tétel ezt az eredményt nagymértékben általánosítja, fákról gráfokra.
1101	A következő lépés a sütemény felszínének az elsimítása és cukrozása.	A következő lépés a sütemény felszínének az elsimítása és cukrozása.
1102	A Pascal-háromszög egy másik alkalmazása a kombinációk kiszámítása.	A Pascal-háromszög egy másik alkalmazása a kombinációk kiszámítása.
1103	Megfelelő globális meghatározások léteznek a lendületre és a perdületre.	Megfelelő globális meghatározások léteznek a lendületre és a perdületre.
1104	A nátrium-kloritot és hasonló sókat néha felhasználják klór-dioxid előállítására.	A nátrium-kloritot és hasonló sókat néha felhasználják klór-dioxid előállítására.
1105	Szaimei-ként való uralkodása a 655-től a 661-ig terjedő időt öleli fel.	Szaimei-ként való uralkodása a 655-től a 661-ig terjedő időt öleli fel.
1106	Vörös színezőanyag jelenléte, valószínűleg hematité, ami a vért jelképezte.	Vörös színezőanyag jelenléte, valószínűleg hematité, ami a vért jelképezte.
1107	Bár több történelmi vallási közösség is van Belgrádban, a város vallási szempontból meglehetősen homogén.	Bár több történelmi vallási közösség is van Belgrádban, a város vallási szempontból meglehetősen homogén.
1108	A kínai és japán írásjegyeket először japán misszionáriusok mutatták be 1265-ben.	A kínai és japán írásjegyeket először japán misszionáriusok mutatták be 1265-ben.
