id	en	bn
731	No one wanted non-violent offenders -- and especially non-violent offenders who were veterans to boot -- to be thrown into prison	কেউই অহিংস অপরাধীদের, বিশেষত অহিংস যুদ্ধাহত সৈনিক অপরাধীদের কারাগারে নিক্ষেপ করতে জায় না
732	And we in the West couldn't understand how anybody would do this, how much this would restrict freedom of speech	এবং পশ্চিমের আমরা বুঝতে পারতাম না, কিভাবে কেউ এটা করতে পারে, বাক-স্বাধীনতার উপর এটা কি পরিমাণ শৃংখল এনে দেয়
733	There are two kinds of responses that we make to this sort of general dissatisfaction	দুই ধরণের সাড়া আমরা প্রদান করে থাকি এই ধরণের সাধারণ অসন্তুষ্টিগুলো মোকাবিলার ক্ষেত্রে
734	How many people here in this room smile more than 20 times per day	এই রুমে ক'জন আছেন যারা দিনে প্রায় ২০ বার করে হাসেন
735	Outside of this room, more than a third of us smile more than 20 times per day, whereas less than 14 percent of us smile less than five	এই রুমের বাইরে, আমাদের এক তৃতীয়াংশের বেশী লোকে দিনে ২০ বারের বেশী হেসে থাকে, যেখানে আমাদের মধ্যে ১৪ শতাংশ হাসে দিনে পাঁচ বারের কম
736	And let me say just one more thing before I leave this area of governance	সরকার সম্বন্ধীয় এই আলোচনা শেষ করার আগে আমি শুধু একটা কথাই বলতে চাই
737	"And I remember the last time I came back from India -- in my long white flowing robes and my big beard and my John Lennon glasses -- and I said to my father, ""Dad, I think I've just about found spiritual enlightenment"	"আমার মনে আছে আমি যখন শেষ বার ভারত থেকে ফিরলাম -- আমার লম্বা সাদা আলখাল্লা পরে সাথে বিশাল দাড়ি আর জন লেননের মত চশমা পরে, আমি বাবাকে বলেছিলাম, ""বাবা, আমার ধারণা, আমি মনেহয় আধ‍্যাত্বিক প্রজ্ঞা খুঁজে পেয়েছি"
738	Taping and remixing and sharing with your friends is okay	টেপে রেকর্ড করা, রিমিক্স করা আর বন্ধুদের সাথে ভাগ করায় বেআইনি কিছু নেই
739	Because nobody's going to help you and support you if you're not managing your own finances well	কারন কেউ আপনাদের সাহায্য বা সমর্থন করবেনা যদি আপনি নিজের সম্পত্তি নিজেই ঠিকভাবে না নিয়ন্ত্রন করেন
740	Now it's still in debt, but Chris has managed, through his own sacrifice, to get this film out	এটি এখনো ঋণের মধে‍্য আছে, কিন্তু ক্রিস ব‍্যবস্থা করেছে, নিজে ত‍্যাগ স্বীকার করে, এই ছবিটি শেষ করতে
741	So you see elements here of stabilized slide-show or panoramic imaging, and these things have all been related spatially	সবই স্তায়ী স্লাইড শো অথবা দিগন্তপ্রসারী ছবি এবং এগুলির সাথে মহাকাশের একটা সম্পর্ক আছে
742	"As Carl Sagan, another recently dead hero, put it, ""How is it that hardly any major religion has looked at science and concluded, 'This is better than we thought"	সম্প্রতি প্রয়াত আরেকজন বীর, কার্ল সাগান, যেমন বলেছিলেন, কেন এমন হল,যে কোন প্রতিষ্ঠিত ধর্মই বিজ্ঞানকে বোঝার চেষ্টা করেছে এবং অনুধাবন করেছে সিদ্ধান্তে পৌছেছে, ”আমরা যা ভেবেছি এটাতো তার চেয়ে আরো ভালো
743	They had sold this tool for 280,000 euros to the Egyptian government	তারা এই যন্ত্র বিক্রি করেছিল দুই লাখ ৮০ হাজার ইউরোয় মিসরীয় সরকারের কাছে
744	And if we are down to three or four conflicts, it means that there are plenty of opportunities to invest in stable, growing, exciting economies where there's plenty of opportunity	যখন আমাদের দ্বন্দ্ব তিন চারে নেমে এসেছে, তার মানে এখন স্থিতিশীল,বর্ধিত অর্থনীতিতে বিনিয়োগ করার প্রছুর সু্যোগ। এখানে এখন প্রচুর সুযোগ
745	And then Apple released the iPhone, and with it, the iPhone software development kit, and the software development kit is a suite of tools for creating and programming an iPhone app	এবং তারপর আপেল আইফোন মুক্ত করল, এবং এটির সঙ্গে আইফোন সফটওয়্যার ডেভেলপমেন্ট কিট, এবং সফটওয়্যার ডেভেলপমেন্ট কিট হচ্ছে একটি প্রযুক্তির সম্ভার আইফোন অ্যাপ্লিকেশন তৈরি এবং প্রোগ্রামিং করার জন্য
746	In the left femur, the left thigh bone, there's another one	বাঁ পায়ের ফিমার, বাঁ পায়ের উরুর হাড়ে, ঐ যে আরেকটা|
747	The store owned one of those machines that can print on plates of sugar	এই দোকানে অমন একটি মেশিন ছিল যা চিনির প্লেটে ছাপাতে পারত
748	In tourism, in many African countries, a great opportunity	অনেক আফ্রিকান দেশে পর্যটন শিল্পে একটা বিরাট সুযোগ রয়েছে
749	And I know that there are -- if I could put a little plug here -- there are people in this audience easily capable of financing a massive research survey to settle the question, and I put the suggestion up, for what it's worth	আর আমি জানি, আমি যদি এখানে একটু যোগাযোগ করি দর্শকদের মধ্যে অনেককেই পাওয়া যাবে যঁারা অনায়াসে এই প্রশ্নের সমাধানে একটা বড় আকারের গবেষণার জন্য অর্থসাহায্য করার ক্ষমতা রাখেন, ব্যাপারটা গুরুত্বপুর্ন বলে প্রস্তাবটা তুললাম
750	Government-approved, American Cancer Society, but patients know what patients want to know	সরকার অনুমোদিত, আমেরিকান ক্যান্সার সমিতি, কিন্তু রোগীরা জানেন তাঁদের যেটা জানা দরকার|
751	So what am I trying to say? I'm trying to tell you that there's a new wave on the continent	তাহলে আমি কি বলতে চাইছি? আমি আপনাদের বলতে চাইছি যে এই মহাদেশে একটা নতুন হাওয়া বইছে
752	The third one is about making it impossible to distinguish where the different images begin and end by making it seamless	তৃতীয় ছবিটি এমনভাবেই বানানো হয়েছে যাতে কোথায় ছবি দুইটি শুরু ও শেষ হয়েছে তা কোনভাবেই বোঝা না যায়
753	Laughter) What we started to do was to realize that we had to take charge and reform ourselves	হাসি} আমরা যেটা শুরু করেছিলাম, সেটা হল নিজেই নিজেদের সংস্কার করবার ভারের উপলব্ধি
754	"Now, when we think deeper about things like these, the obvious response from people should be, ""OK, well, that sounds bad, but that doesn't really affect me, because I'm a legal citizen"	"এখন আমরা যখন একটু গভীরে চিন্তা করি এইসব বিষয়ে, মানুষের স্বাভাবিক প্রতিক্রিয়া হওয়া উচিত "" আচ্ছা, অবস্থা শুনতে খারাপ মনে হচ্ছে, কিন্তু তা আসলে আমাকে প্রভাবিত করে না কারণ আমি একজন বৈধ নাগরিক। তাহলে আমি কেন উদ্বিগ্ন হবো"
755	The standard creationist argument -- there is only one; they're all reduced to this one -- takes off from a statistical improbability	সৃষ্টিবাদীদের সাধারণ যুক্তি - কেবল একটাই আছে, আর সব যুক্তি এই একজায়গায় শেষ হয়েছে - যার শুরু একটি পরিসংখ্যানজনিত অসম্ভাব্যতা থেকে
756	And if that's not enough, smiling can actually make you look good in the eyes of others	যদি এটাও যথেষ্ট না হয়, হাসি আপনাকে অন্যের চোখে সুন্দর দেখাতে পারে
757	Rather than dancing our Ph.Ds, we should use dance to explain all of our complex problems	তার চেয়ে বরং আমাদের পি এইচ ডি কে নৃত্যে উপস্থাপন করে, আমরা আমাদের জটিল সমস্যাগুলোকে নাচের মাধ্যমে বোঝাতে নৃত্যশিল্পীদের ব্যবহার করতে পারি
758	Now the striking thing about this is that psychologists have known this for 30 years	এখন, সবথেকে তাক লাগানো ব্যাপারটা হচ্ছে যে, মনোবিজ্ঞানীরা এগুলো সবই জানেন। প্রায় ৩০ বছর ধরে
759	And within that binder were notes from a company based in Germany, which had sold to the Egyptian government a set of tools for intercepting, at a very large scale, all the communication of the citizens of the country	এবং সেই বাণ্ডিলের মধ্যে কিছু কাগজ ছিল জার্মানির একটি কোম্পানির যারা মিসরীয় সরকারকে বিক্রি করেছিল কিছু সরঞ্জাম আড়ি পাতার জন্য এবং তা ছিল অনেক বড় মাপের-- দেশের সকল নাগরিকের যোগাযোগের উপর
760	"I was rotating it in 3D and saying, ""I understand now"	"এবং ওটা ত্রিমাত্রিক ভাবে ঘোরাচ্ছিলাম আর বলছিলাম, ""এইবারে আমি বুঝলাম|"
761	They didn't make loans and then sell the loans	তারা শুধুই প্রথমে ঋণ গ্রহণ করে পরে সেই ঋণ বিক্রি করেনি
762	As has been said before, we are all atheists about most of the gods that humanity has ever believed in	আগে যেমনটা বলেছি, প্রায় বেশীর ভাগ দেবতাদের ক্ষেত্রে আমরা সবাই নাস্তিক যাদের মানবজাতি কখনো বিশ্বাস করেছে। কেউ কেউ কেবল আরেকজন ঈশ্বর যোগ করেছে অবিশ্বাসের তালিকায়
763	There's no issue with fighting malaria and putting money in that and saving children's lives. That's not what I'm saying. That is fine	শিশুদের প্রাণরক্ষার জন্য ম্যালেরিয়ার সাথে লড়াই আর তার জন্য পয়সা খরচ কোন ব্যাপার নয়। আমি এটা বলতে চাইছি না। এটা ভাল
764	But there's a huge market out there, and people don't know about it, or they don't want to know	কিন্তু আরো বড় বাজার ওখানে আছে, যেটা লোকেরা জানেনা, বা তারা জানতে চায়না
765	It took them a while to formulate plan B	তাদের অনেক সময় লাগে এই নতুন পরিকল্পনা করতে
766	The kids make up the names of the countries -- some are rich; some are poor	বাচ্চারাই দেশগুলোর নাম ঠিক করে -- কিছু দেশ ধনী আর কিছু গরীব
767	A lot of times it's because the person who asked the question wants to make an app also	অনেক সময় এটির কারণ হল যে, যে ব্যক্তি জিজ্ঞাসা করে সেও একটি অ্যাপ্লিকেশন বানাতে চায় |
768	So I went to work programming it, and I released it just before the holidays in 2010	আমি এটি প্রোগ্রামিং করা শুরু করেছিলাম, এবং আমি এটিকে দু হাজার দশের ক্রিসমাসের ছুটির আগে উন্মুক্ত করেছিলাম
769	When President Obasanjo supported and launched the liberalization of the telecommunications sector, we went from 4,500 landlines to 32 million GSM lines, and counting	যখন প্রেসিডেন্ট ওবাসাঞ্জ সমর্থন করলেন এবং টেলিকম সেক্টরকে উন্মুক্ত করলেন, আমরা ৪৫০০ ল্যান্ডলাইন থেকে ৩২ মিলিয়ান জীএসএম লাইনে পৌঁছে গেলাম
770	If you are a suspect in a criminal case, well, it's pretty obvious, your phone will be tapped	যদি আপনি একটি অপরাধ মামলার সন্দেহভাজন হন, এটা আসলে স্বাভাবিক যে, আপনার ফোনে আড়ি পাতা হবে। কিন্তু আজ তা এর বাইরেও প্রসারিত
771	I was recently having dinner with a guy who bragged that he had only gotten four hours sleep the night before	আমি এর মাঝে এক লোকের সাথে রাতের খাবার খাচ্ছিলাম যে গর্ব করে বলছিল যে সে গতরাত্রে মাত্র চার ঘন্টা ঘুমানর সুযোগ পেয়েছে
772	Some games are more about social issues, some are more about economic issues	কিছু গেম হয় সামাজিক বিষয়াদি নিয়ে, কিছু হয় অর্থনৈতিক বিষয় নিয়ে
773	And I saw Miss Ethel J. Banks who wore pearls and high-heels to elementary school every day	এবং আমি দেখলাম মিস এথেল জে. ব‍্যাংক্স কে যিনি মুক্তার গহনা আর হাই হীল জুতা পরে এলিমেনটারি স্কুলে আসতেন রোজ
774	He was supporting his wife and a child, and the child was going to parochial school	তাই দিয়ে বউ-বাচ্চার দেখভাল করে। তার বাচ্চাটা প্যারোচিয়াল স্কুলে যেত
775	The second major group of attackers that we are watching today are not motivated by money	দ্বিতীয় প্রধান আক্রমণকারী্র দল যাদের আমরা আজ দেখছি তারা টাকার দ্বারা উদ্বুদ্ধ নয়
776	So one example is he sees these stonemasons working on the Isle of Lesbos, and they need to measure out round columns	একটা উদাহরণ হলো, তিনি স্টোনম্যাসনদের কাজ করা দেখছিলেন। আইল অব লেসবস এ আর একসময় তাদেরকে নির্ণয় করতে হবে গোলাকার কলামের মাপ
777	There's also a weather goddess who controls a random stock market and random weather	একজন আবহাওয়ার দেবীও আছে যে দৈব পরিবর্তণশীল স্টক মার্কেট এবং আবহাওয়া নিয়ন্ত্রণ করে
778	I'd like to get into Android programming and development, and I'd like to continue my app club, and find other ways for students to share knowledge with others	আমি অ্যান্ড্রয়েড প্রোগ্রামিং এবং তার উন্নয়ন শুরু করতে চাই, এবং আমি আমার অ্যাপ ক্লাব চালিয়ে যেতে চাই, এবং ছাত্ররা যাতে অন্যদের সাথে জ্ঞান ভাগাভাগি করতে পারে তার উপায় খুঁজতে চাই
779	So what did we try to do? We introduced a fiscal rule that de-linked our budget from the oil price	সুতরাং আমরা কি করার চেষ্টা করেছি? আমরা সরকারী রাজস্ব সংক্রান্ত একটা আইনের পরিচিতি ঘটিয়েছি যাতে করে তেলের দাম আমাদের আয়ত্বের বাইরে এসেছে
780	Nigeria's telecoms market is the second-fastest growing in the world, after China. We are getting investments of about a billion dollars a year in telecoms. And nobody knows, except a few smart people	এটা এখন চলছে। নাইজেরিয়ার টেলিকম মার্কেট পৃথিবীর মধ্যে চীন এর পরে দ্বিতীয় দ্রুততম। আমরা টেলিকম সেক্টরে বছরে প্রায় এক বিলিয়ান ডলারের বিনিয়োগ পাচ্ছি। কিছু স্মার্ট লোক ছাড়া এটা কেউ জানেনা
781	Applause) For all the patients around the world watching this on the Webcast, God bless you, everyone. Let patients help	করতালি) পৃথিবীর যত রোগী যারা দেখছেন এই সম্প্রচার (ওয়েবকাস্ট), ভগবান কল্যাণ করুন, প্রত্যেকের - রোগীদের সাহায্য করতে দিন|
782	It is having access to medical equipment that can actually tell who does have cancer	এটা হতে পারে সেইসব চিকিত্সা যন্ত্রপাতির সহজপ্রাপ্যতা যা দিয়ে সঠিকভাবে ক্যান্সার নির্ণয় করা যায়
783	"The third thing I learned -- and this is as your mental clock starts going, ""15, 14, 13"	"তৃতীয় যে জিনিসটি আমি শিখেছি-- এবং এটা ঠিক যেমনটি আপনার মনের ঘড়িটি শুরু করে, ""১৫,১৪,১৩"
784	"And similar to ""Double Rainbow,"" it seems to have just sprouted up out of nowhere"	"এবং ""জোড়া রংধনু""র ভিডিওর মত, মনে হয়েছে হঠাৎ করেই যেন এটি উদয় হয়েছে"
785	And if you look in that red oval, that shadow was not supposed to be there	ওই ছায়াটা কিন্তু ওখানে থাকার কথা ছিল না|
786	The computer vision algorithms have registered these images together so that they correspond to the real space in which these shots -- all taken near Grassi Lakes in the Canadian Rockies -- all these shots were taken	কম্পিউটার ভিশন অ্যালগোরিদম এই ছবিগুলোকে একত্রিত করেছে, যাতে করে এই ছবিগুলো সত্তিকারের মহাকাশের সাথে সামঞ্জস্যপুর্ণ করতে পারে সবকটি ছবি কানাডিয়ান রকিস এর কাছে গ্রাসি লেক এ তোলা যা কীছূ আপনারা দেখছেন এখানে
787	Are you going to set yourself up as mentally attacking yourself	তুমি কি নিজেকে এমন ভাবে দেখাবে যেন মানসিকভাবে নিজেকেই আক্রমণ করছ
788	Now up until that moment, I would have thought that, by age 50, one of the life skills that I had really nailed was tying my shoes	তখন পর্যন্ত, আমি মনে করেছিলাম যে, ৫০ বছর বয়সের মধ্যে, আমি যে বিষয়টিতে অন্তত দক্ষ ছিলাম তা হচ্ছে নিজের জুতা বাঁধা
789	"Creationists, lacking any coherent scientific argument for their case, fall back on the popular phobia against atheism: Teach your children evolution in biology class, and they'll soon move on to drugs, grand larceny and sexual ""pre-version"	সৃষ্টিবাদীরা, যাদের স্বপক্ষে সুস্পষ্ট বৈজ্ঞানিক যুক্তির অভাব আছে , তারাই নিরীশ্বরবাদের বিরুদ্ধে সাধারন ভীতির করনে সরে দঁাড়ান। জীববিজ্ঞান ক্লাসে আপানাদের ছেলেমেয়েদের বিবর্তন তত্ত্ব শেখান, আর তারা খুব শীঘ্রই মাদকদ্রব্য, চুরি-ডাকাতি আর যৌন বিকৃতির দিকে ঝুকে পড়বে
790	And I want to start by telling you a story about that change in Africa	আজকে আমি আফ্রিকার পরিবর্তনের গল্প দিয়ে শুরু করতে চাই
791	Robert Full and Frans Lanting and others; the beauty of the things that they showed	রবার্ট ফুল এবং ফ্রান্স ল্যান্টিং আর অন্যরা -- তাদের দেখানো বিভিন্ন জিনিসের সৌন্দর্য্য
792	I didn't have to talk to the flight attendant anymore	আমার ফ্লাইট অ্যাটেন্ডেন্টের সাথে আর কথা বলার প্রয়োজন ছিল না
793	And I ask you, three words, please, to improve health care: Let patients help	আর আমি আপনাদের বলছি, এই কটা শব্দ, দয়া করে বলুন, স্বাস্থ্য পরিষেবার উন্নতির জন্যে: রোগীদের সাহায্য করতে দিন|
794	It's a conversation worth having and an idea worth spreading	এটা একটি কথা বলার মত গুরুত্বপূর্ণ আলোচনা এবং একটি চিন্তা যেটি ছড়িয়ে দেয়া জরুরী
795	In fact, he said it was 70 to 80 percent of how we actually take care of our bodies	ক্ষেত্রে এভাবেই আমরা নিজেদের শরীর-স্বাস্থ্য সম্বন্ধে যত্ন নিই|
796	One feature of fungi is that they cannot move and only grow by extension to form a sophisticated network, the mycelium	ফাঙ্গাসের একটি বৈশিষ্ট্য হচ্ছে যে এরা নড়তে পারে না এবং কেবল জটিল একটি নেটওয়ার্ক গঠনের জন্য বিস্তার লাভের মাধ্যমে জন্মায়, যার নাম মাইসেলিয়াম
797	Now, imagine being in a plane with no sound	এখন চিন্তা করুন শব্দহীন এক বিমানে আপনি বসে আছেন
798	This is Regina Holliday, a painter in Washington DC, whose husband died of kidney cancer a year after my disease	ইনি রেজিনা হলিডে, ওয়াশিংটন ডিসি'র একজন চিত্রকর, যাঁর স্বামী কিডনি ক্যান্সারে মারা যান আমার রোগ ধরা পড়ার বছরখানেক বাদে| এখানে তিনি দেয়ালে একটি ছবি আঁকছেন
799	These are people who, being forced to operate in a system that demands rule-following and creates incentives, find away around the rules, find a way to subvert the rules	এই ধরণের মানুষদেরকে প্রথাগত নিয়মকানুন মান্য করা ও সুযোগসুবিধাপ্রাপ্তির একটা ব্যবস্থার মধ্যে কাজ করতে বাধ্য করা হয়। কিন্তু তারা নিয়মকানুনের আশপাশ দিয়ে একটা পথ বের করে, নিয়মনীতিগুলোকে দুর্বল করার পথ বের করে
800	Laughter) One in four sub-Saharan Africans is Nigerian, and it has 140 million dynamic people -- chaotic people -- but very interesting people. You'll never be bored	হাসি} আফ্রিকার নিম্ন-সাহারায় প্রতি চারজন আফ্রিকানদের মধ্যে একজন নাইজেরিয়ান। এবং এখানে ১৪০ মিলিয়ান উদ্যমশীল প্রকৃতির লোক আছে--বিশৃঙ্খল লোক-- কিন্তু খুব উত্‌সুক লোক। আপনার কখনো একঘেঁয়ে লাগবেনা
801	In 1998, Larson and Witham polled the cream of American scientists, those who'd been honored by election to the National Academy of Sciences, and among this select group, belief in a personal God dropped to a shattering seven percent	১৯৯৮ সালে লারসন এবং উইথাম আমেরিকার সেরা বিজ্ঞানীদের উপর একটা জরিপ চালায়। যারা ন্যাশনাল একাডেমী অফ সায়েন্স এর সদস্য নির্বাচিত হবার সন্মান অর্জণ করেছেন। আর এই বিশেষ গ্রুপের মধ্যে ব্যক্তিগত ঈশ্বরের অস্তিত্ত্বে বিশ্বাস একেবারে নেমে শতকরা সাত ভাগে পৌছেছে
802	Hi. I'm Kevin Allocca, I'm the trends manager at YouTube, and I professionally watch YouTube videos	হাই। আমি কেভিন আলোকা, আমি ইউটিউবের ট্রেন্ডস ম্যানেজার। এবং আমি পেশাগতভাবে ইউটিউবের ভিডিও দেখি
803	It's just creationism under another name, rechristened -- I choose the word advisedly -- (Laughter) for tactical, political reasons	এটি কেবলমাত্র ভিন্ন নামে সৃষ্টিবাদ বা ক্রিয়েশনিজম। পুনঃ নামকরন -- ভাবনা-চিন্তা করেই শব্দটা ব্যবহার করলাম -- (হাসি) - কৌশলগত, রাজনৈতিক কারণের জন্য
804	This opened up a whole new world of possibilities for me, and after playing with the software development kit a little bit, I made a couple of apps, I made some test apps	এটি আমার জন্য সম্ভাবনার একটি সম্পূর্ণ নতুন বিশ্ব খুলে দিল, এবং সফ্টওয়্যার ডেভেলপমেন্ট কিটের সঙ্গে একটু খেলার পরে, আমি কয়েকটি অ্যাপ্লিকেশন, কিছু পরীক্ষা করার জন্য অ্যাপ তৈরি করলাম
805	And I was just feeling so sad and dejected	আমি ভিষণ মনখারাপ হচ্ছিল এবং বিষন্ন মনে হচ্ছিল
806	Now the mechanism, as I said, for doing this, is you need to take out anybody pointing to those IP addresses	এখন, আমি যেমন বলেছি, এটা করার প্রক্রিয়া হচ্ছে যে আপনাকে এমন সবাইকেই ধরতে হবে যারা ওই আইপি অ্যাড্রেস-এর প্রতি দিকনির্দেশ করে
807	And I thought about my relationship with my wife, with my friends, with people	এবং আমি আমার স্ত্রীর সাথে, আমার বন্ধুদের সাথে, মানুষের সাথে আমার সম্পর্কের কথা চিন্তা করলাম
808	But now Web video has made it so that any of us or any of the creative things that we do can become completely famous in a part of our world's culture	কিন্তু এখন ওয়েব ভিডিও এই কাজ সহজ করে দিয়েছে যাতে আমাদের মধ্যে যে কেউ বা আমাদের যে কোন উদ্ভাবনীমূলক সৃষ্টি জনপ্রিয় হয়ে উঠতে পারে বর্তমান বিশ্বের সংস্কৃতির এক অংশ হিসেবে
809	Rules and incentives are no substitutes for wisdom	নিয়মকানুন আর সুযোগসুবিধা কখনই প্রাজ্ঞতার বিকল্প হতে পারে না
810	The mixtape, the fanzine, that was nothing compared to what we're seeing now with the Internet	সেই রকমারি গানের রেকর্ড করা টেপ, ফ্যান ম্যাগাজিন এসব কিছুই অতি নগন্য, যদি তুলনায় আনি এখন বর্তমানে যে সব জিনিষ দেখছি ইন্টারনেটের সাহায্যে
811	A wise person knows when to bend the rules	একজন প্রাজ্ঞ ব্যক্তি জানেন, কখন নিয়মগুলো বাঁকাতে হবে
812	"Well, so what I read on WebMD: ""The prognosis is poor for progressing renal cell cancer"	"আমি যা পড়লাম ওয়েবএমডিতে: ""পূর্বাভাস সন্তোষজনক নয় ক্রমবর্ধমান কিডনি ক্যান্সারের জন্যে|"
813	I was given another gift, which was to be able to see into the future and come back and live differently	আমাকে আর একটি উপহার দেওয়া হয়েছিল, যা ছিল ভবিষ্যত দেখতে পাওয়া এবং ফিরে আসা এবং ভিন্নভাবে বাঁচা
814	And that neighbor was unable to conduct any military operations because their fuel supply was locked up	এবং ওই প্রতিবেশি রাষ্ট্র কোন ধরণের সামরীক তৎপরতা নিতে ব‍্যর্থ হল কারন ওদের যাবতিয় তেলের সরবরাহ তো বন্ধ হয়ে ছিল
815	These are people who are looking not to dodge the system's rules and regulations, but to transform the system, and we talk about several	এঁরা হলেন সেই মানুষ যারা কোন ব্যবস্থার নিয়ম-নীতিকে বোকা বানানোর চেষ্টা না করে বরং খোদ ব্যবস্থাটাকেই রুপান্তরের চেষ্টা করেন। আমরা এরকম অনেকগুলো উদাহরণ নিয়ে কথা বলেছি
816	His theory states that the act of smiling itself actually makes us feel better, rather than smiling being merely a result of feeling good	তার তত্ত্বানুসারে,ভাল অনুভব করে হাসার চেয়ে হাসি নিজস্বভাবেই আমাদের ভাল অনুভব করায়
817	Now, I want to talk briefly about a couple of other patients who are doing everything in their power to improve health care	এবারে আমি সংক্ষেপে আরো দুয়েকজন রোগীর কথা বলতে চাই যাঁরা স্বাস্থ্য পরিষেবা উন্নত করার জন্যে যথসাধ্য করছেন|
818	But what's the trick that makes it look realistic	এই ধরণের ছবিকে বাস্তব করে তোলার কৌশলটা কী
819	If we start over and simply go the other direction around the bow, we get this, the strong form of the knot	আমরা যদি আবার শুরু করি এবং স্বাভাবিকভাবে অন্যদিকে যাই গেরোর পাশ দিয়ে, আমরা এটা পাই, গেরোর শক্ত রূপ
820	No one can do it for you. You have to do it for yourself	আপনাদের জন্যে কেউ এটা করবেনা। আপনাদের এটা নিজেদের স্বার্থে করতে হবে
821	And I admit the truth to them right up front: I don't know	এবং আমি তাৎক্ষণিক ওদেরকে সতি‍্যটা বলে দিই যে: আমি জানিনা
822	Laughter) I guess you can see this is lots of different types of cameras: it's everything from cell-phone cameras to professional SLRs, quite a large number of them, stitched together in this environment	হাস্যরোল। আমার মনে হয় আপনারা বিভিন্ন ধরনের ক্যামেরা দেখতে পাচ্ছেনঃ এগুলো বিভিন্ন ধরনের সেলফোন থেকে শুরু করে পেশাদার এস এল আর , এগুলির বেশিরভাগ একসাথে এই এনভায়রনমেন্টে একত্রিত রয়েছে
823	So when we talk about this kind of corruption, let us also think about what is happening on the other side of the globe -- where the money's going and what can be done to stop it	তাই যদি আমরা এই ধরনের দুনীতির কথা বলি,তাহলে আমাদের এটাও ভাবা উচিত যে পৃথিবীর অন্য প্রান্তে কি ঘটে চলেছে- অর্থ কোথায় যাচ্ছে আর এটা বন্ধ করার জান্যে কি করা দরকার
824	Give teachers scripts to follow in the classroom, so even if they don't know what they're doing and don't care about the welfare of our kids, as long as they follow the scripts, our kids will get educated	শিক্ষকদের স্ক্রিপ্ট দেওয়া হোক ক্লাসরুমে অনুসরণ করার মতো যেন যদি তারা নাও জানে যে, তারা আসলে কী করছে, আর আমাদের বাচ্চাদের কল্যান সম্পর্কে তারা যদি পরোয়া নাও করে, তাহলেও যতক্ষণ তারা এই স্ক্রিপ্ট অনুসরণ করবে, ততক্ষণ আমাদের বাচ্চারা শিক্ষিত হতে থাকবে
825	In a recent mimicking study at the University of Clermont-Ferrand in France, subjects were asked to determine whether a smile was real or fake while holding a pencil in their mouth to repress smiling muscles	ফ্রান্সের ক্লেরমন্ড -ফ্লের‍্যান্ড বিশ্ববিদ্যালয়ে অনুকরণের উপর এক সাম্প্রতিক গবেষণায় দেখা যায়, বিষয়কে বলা হয় মুখে পেন্সিল ধরে রেখে হাসি তৈরি করার পেশীগুলোকে চাপ দিয়ে হাসি নকল না আসল বের করতে
826	This arrest occurred because there was cooperation between the London Metropolitan Police and the Economic and Financial Crimes Commission of Nigeria -- led by one of our most able and courageous people: Mr. Nuhu Ribadu	নাইজেরিয়ার ইকোনমিক আন্ড ফাইনানশিয়াল ক্রাইমস কমিশন এবং লন্ডন মেট্রোপলিটন পুলিশের যৌথ উদ্যোগে এই গ্রেপ্তার সম্ভবপর হয়েছিল- আমাদের সবথেকে সক্ষম এবং সাহসী মানুষ মিঃ নুহু রিবাডুর পরিচালনায় এটা হয়েছিল
827	Spontaneous compassion that could not be planned for, that was unexpected and unpredictable	স্বতঃস্ফুর্ত সমবেদনা এটি কখনো পরিকল্পনা করে হয়না, এটি ছিল অপ্রত‍্যাশিত এবং অনিশ্চিত ঘটনা
828	She marched into the oil field reserves, surrounded it, without firing a shot, and secured it and held it	ও তেল খনির মজুদগুলোর ভেতরে মার্চ করে ঢুকল, চারপাশ ঘিরে ধরল, একটাও গুলি না চালিয়ে, দখল করল এবং আয়ত্বে রাখল
829	When a critical mass has been obtained, there's an abrupt acceleration in recruitment	এই সংখ‍্যা যখনই একটা ক্রান্তিক সংখ‍্যা উত্তির্ণ করবে, তখন দ্রুত যোগদানেকারীর সংখ্যাও বেড়ে যাবে আনুপাতিক হারে
830	What the Audio Home Recording Act of 1992 said was, look, if people are taping stuff off the radio and then making mixtapes for their friends, that is not a crime. That's okay	এই আইন যা বলেছে তা হল, দেখুন, যদি কেউ রেডিও থেকে টেপে রেকর্ড করে এবং তার বন্ধুদের সাথে তা ভাগ করে নেয়, তবে তা বেআইনি নয়। সেটা ঠিক আছে
831	It's impossible. Their collective wisdom is much greater than mine, and I admit it to them openly	এটি অসম্ভব। ওদের সম্বিলিত জ্ঞান আমার জ্ঞানের চেয়ে অনেক বেশি, এবং ওদের কাছে আমি প্রকাশে‍্য এটি স্বীকার করি
832	"And he said, ""You know, the immune system is good at detecting invaders, bacteria coming from outside, but when it's your own tissue that you've grown, it's a whole different thing"	"খুব ভালো ধরতে পারে আক্রমণকারীদের -- যে জীবাণুগুলো বাইরে থেকে আসে -- কিন্তু আপনার নিজের শরীরের কোন অংশ যদি বাড়তে থাকে, সেটা একদম অন্য ব্যাপার|"" প্রকৃতপক্ষে আমি একটা মানসিক ব্যায়ামের মধ্যে দিয়ে গিয়েছিলাম"
833	This is the way that most of us were taught to tie our shoes	এই যে এভাবে আমরা সকলে আমাদের জুতার ফিতা বাঁধা শিখেছি
