id	en	fa
685	He seems cold and calculating, as he also has a dark past in which his older brother, the current king of Joseon, tried to murder him	او سرد و محاسبه گر به نظر می‌رسد، او نیز دارای یک گذشته تاریک است که در آن برادر بزرگتر خود، پادشاه فعلی چوسان، سعی کردند او را به قتل برسانند
686	She also likes to give hope to her many brothers and sisters in Uganda and elsewhere, but acknowledges that it is hard right now	او همچنین دوست دارد که برادران و خواهران در اوگاندا و جاهای دیگر باو امید دهند، اما اعتراف می‌کند که این امر در حال حاضر کار مشکلی است
687	Harry was asked to write the lyrics and melody, a process that Harry states took a mere few hours	از هری خواسته شد که متن ترانه و ملودی را بنویسد؛ پروسه‌ای که هری بیان کرد که تنها چند ساعت طول کشید
688	Although human, he possessed a nūr (light) that predates creation	پس بشر نیاز فوری به اختراع چیزی داشت که بتواند جایگزین آن شود
689	Proposals to hold this action were sent by Telegram on the morning of April 22	پیشنهاد برای برگزاری این عملیات توسط تلگرام در صبح روز ۲۲ آوریل ارسال شد
690	Afterward did he shew himself upon earth, and conversed with men	آن گاه وی به زیر زمین رفت و بشر را خلق کرد
691	Another version (with Diamonds and slightly different clothes) is in the Louvre	یک نسخه دیگر (با الماس و کمی لباس‌های مختلف) در موزه لوور است
692	Conversation and language were able to bridge this gap	گفتگوها و زبان قادر به پر کردن این فاصله بود
693	Members of indigenous communities, particularly in the Chaco region, are at risk of forced labor within the country	اعضای جوامع بومی، به ویژه در منطقه چاکو، در معرض خطر کار اجباری در داخل کشور قرار دارند
694	In a single winter, shoveling a typical driveway can involve moving more than 25 tons of snow	در زمستان پارو کردن یک برف معمولی جلوی خانه می‌تواند شامل حرکت دادن بیش از ۲۵ تن از برف شود
695	Subject to appropriate regulation, live animals may be transported as part of the cargo on various classes of ship	با توجه به مقررات مناسب حیوانات زنده ممکن است به عنوان بخشی از محموله در کلاس‌های مختلف کشتی حمل و نقل شوند
696	The plays usually ended with a dog, a policeman, or the devil dragging him away	نمایش‌های او معمولاً با یک سگ، یک پلیس یا شیطانی که او را کنار می‌زد تمام می‌شد
697	As a result of the marriage he received the title of lord of Vianen and Ameide	فریدون، نشان ضحاک را که جز به نام پروردگار بود، به زیرکشید
698	Factory workers around Russia felt unhappy with the growing shortages of food, supplies, and other materials	کارگران کارخانه در اطراف روسیه در مورد کمبود فزاینده مواد غذایی، لوازم و سایر مواد احساس نارضایتی می‌کردند
699	This difference reflects the evolution of the symbol in Christianity	این تفاوت تکامل نماد در مسیحیت را منعکس می‌کند
700	Having established who created God, we would then have to answer the question of who created God's creator	با مقرر کردن این که چه کسی خدا را آفریده، آن گاه مجبور می‌شویم به این سؤال پاسخ دهیم که چه کسی خالق خدا را آفریده
701	She previously worked in the White House for Condoleezza Rice and in New York as an investment banker	او پیشتر در کاخ سفید برای کاندولیزا رایس و در نیویورک به عنوان بانکدار سرمایه‌گذاری کار می‌کرده‌است
702	"She then says ""I can feel his heart,"" and decides to live with Jiro from then on, changing his fate again"	سپس او می‌گوید: «من می‌توانم قلبش را احساس کنم» و تصمیم می‌گیرد که از آن بعد با جیرو زندگی کند و دوباره سرنوشتش را عوض کند
703	She then moved to Chicago, where she worked in low-paying jobs	پس از آن به شیکاگو رفت و به شغلهای کم درآمد پرداخت
704	The percentage of students selected varies, generally with 10% or fewer being selected for gifted education programs	درصد دانش آموزان برگزیده فرق می‌کند، عموماً ۱۰ درصد یا کمتر از کل دانش آموزان برای برنامه ی‌های آموزش تیزهوشان برگزیده می‌شوند
705	Initial testing by the Stanford Research Institute showed Chlorella (when growing in warm, sunny, shallow conditions) could convert 20% of solar energy into a plant that, when dried, contains 50% protein	آزمایش اولیه توسط موسسه تحقیقاتی استنفورد نشان داد کلرلا (زمانی که در شرایط گرم، آفتابی و کم عمق رشد کند) می‌تواند ۲۰ درصد انرژی خورشیدی را توی یک گیاه تبدیل کند که در صورت خشک شدن حاوی ۵۰ درصد پروتئین است
706	All of those involved in the 'alcohol trade' were arrested and detained	همه کسانی که در تجارت الکل شرکت داشتند دستگیر و بازداشت شدند
707	They are trained to treat patients of any age and sex to levels of complexity that vary between countries	آنها آموزش دیده‌اند تا بیماران را در هر سن و از هر جنسی، تا سطح خاصی از پیچیدگی که بین کشورهای مختلف، متفاوت است، درمان کنند
708	Brown made a return to reality television on TV One's The Next 15 in 2016, which followed Brown and five other reality stars	براون تلویزیون واقعیت مجازی را در تلویزیون بعدی 15 در سال 2016 به نمایش گذاشت، که به دنبال براون و پنج ستاره واقعیت دیگر بود
709	This is because the Aztecs believed that the gods created the universe at that site	این بدان دلیل است که آزتک‌ها معتقد بودند که خدایان تمام دنیا را در آن محل خلق کرده‌اند
710	"During the second night, the second man, the Swede, attempts to hurl himself into the river as a ""sacrifice"	"در طول شب دوم، مرد دوم، ""سوئدی"", تلاش می‌کند تا خود را به عنوان یک ""قربانی"" به داخل رودخانه پرتاب کند"
711	There is no central administrator or centralized data storage	هیچ مدیر مرکزی یا ذخیره‌سازی متمرکز داده‌هایی وجود ندارد
712	And those who enjoy moving in the Deep (Low) Level , who prefer more earth-bound movements	کسانی که سابقه پیوند قرنیه دارند، در صعود دچار نورزدگی شدیدتری می‌شوند
713	Beer shops can be found all around the world, but there are many located in famous beer countries like Belgium, Germany or England	آبجو فروشی را می‌توان در سراسر جهان یافت، اما در بسیاری از کشورهای معروف آبجو مانند بلژیک، آلمان و انگلستان وجود دارد
714	I have no need to change the artist name	نیازی نیست که نام هنری‌ام را تغییر بدهم.»
715	Canada has no national school meal program, and elementary schools are usually not equipped with kitchen facilities	کانادا هیچ برنامه مدونی برای وعده غذایی مدارس ندارد و مدارس ابتدایی معمولاً مجهز به امکانات آشپزخانه نیستند
716	Such areas are established for security or other reasons associated with the national welfare	چنین منطقه‌هایی برای امنیت یا دیگر دلایل مرتبط با رفاه ملی تعیین می‌شوند
717	On March 6, 2014, he was one of 23 members of the House of Representatives to vote against a $1 billion loan guarantee to support the new government of Ukraine	در ۶ مارس ۲۰۱۴، او یکی از ۲۳ عضو مجلس نمایندگان بود که به تضمین وام یک میلیارد دلاری به منظور حمایت از دولت جدید اوکراین رأی منفی داد
718	I can see he is afraid, because I am present at a disaster	می بینم که ترسیده‌است، چون من در این مصیبت حاضر هستم
719	Especially in his last decades as his illness progressed, Darwin expressed frustration about sitting for photographs	بویژه در دهه‌های آخر عمرش که بیماری‌اش پیشرفت کرد، داروین از نشستن برای عکس گرفتن ابراز ناراحتی می‌کرد
720	Large and tiny corporations often hire interior designers as employees on regular working hours	شرکت‌های بزرگ و کوچک اغلب طراحان داخلی به عنوان کارمند در ساعت منظم استخدام مینایند
721	Butch is a black, cigar-smoking cat who also wants to eat Jerry	باچ یک گربه سیگاری سیگاری است که همچنین میخواهد جری بخورد
722	That's what you all are ... all of you young people who served in the war	این چیزی است که همهٔ شما هستید … همهٔ شما جوانانی که در جنگ خدمت کرده‌اید
723	Three generations of Dutch people have grown up with her illustrations	سه نسل از مردم هلند با تصاویر او بزرگ شده‌اند
724	Role authorization: A subject's active role must be authorized for the subject	مجوز نقش: نقش فعال سوژه باید برای موضوع مجاز باشد
725	The form depends on the abilities of the group communicating	این شکل بستگی به توانایی ارتباط گروه دارد
726	استقلال به رکورد 200 گل در لیگ قهرمانان آسیا رسید (in Persian	«استقلال به رکورد 200 گل در لیگ قهرمانان آسیا رسید»
727	Since then, proportional and semi-proportional methods have come to be used in almost all democratic countries, with most exceptions being former British colonies	از آن زمان روش‌های تناسبی و نیمه تناسبی تقریباً در تمام کشورهای دموکراتیک مورد استفاده قرار گرفته‌اند و بزرگ‌ترین استثنائات آن مستعمرات سابق بریتانیا بوده‌اند
728	Pakistan has a independent foreign policy when it comes to issues that are vital to its national interests	پاکستان سیاست خارجی مستقلی دارد که همواره در جهت مسائلی است که برای منافع ملی کشور ضروری است
729	For example, the U.S. did not support the split between annex I countries and others	به عنوان مثال ایالات متحده آمریکا شکاف بین کشورهای ضمیمه ۱ و دیگران را حمایت نمی‌کند
730	The same is the case with entry number 10, while entry number 11 is never used because there are never two consecutive ones	همین شرایط برای عدد ورودی ۱۰ صادق است در حالی که عدد ۱۱ هیچ وقت مورد استفاده قرار نمی‌گیرد زیرا دو عدد یک متوالی وجود ندارند
731	The field is therefore zero at all places inside the body	در نتیجه میدان در تمام نقاط داخل جسم صفر است
732	This height is based on the highest point of rock and not the snow and ice covering it	این ارتفاع بر اساس بلندترین نقطهٔ صخره و بدون محاسبهٔ ارتفاع برف و یخی است که روی آن را پوشانده
733	Other teams absent from the 2012 finals that featured in 2013 were Nigeria, Togo, DR Congo, and Algeria	تیم های دیگر که از سال ۲۰۱۲ نهایی بودند که در سال ۲۰۱۳ حضور داشتند، نیجریه، توگو، کنگو و الجزایر بودند
734	Due to restrictions under the Soviet Union, Harout and most of his family left Soviet Armenia in 1975	به واسطه محدودیت‌های دوره اتحاد شوروی، هاروت و اکثر خانواده اش ارمنستان شوروی را در سال ۱۹۷۵ ترک نمودند
735	They then turn and return to consume their catch	توابع ورودی می‌گیرند (متغیر یا ثابت یا عبارت) و حاصل را در خروجی بازمی‌گردانند
736	Most governments put responsibility to test products on the manufacturer	اکثر دولت‌ها مسئولیت تست محصول را بر تولید کننده می گذارند
737	While previous Grand Theft Auto games had only a few aircraft that were difficult to access and fly, San Andreas has eleven fixed-wing aircraft and nine helicopters and makes them more integral in the game's missions	در حالی که بازی‌های پیشین اتومبیل دزدی بزرگ تنها تعداد کمی هواپیما داشتند که دسترسی و پرواز با آن‌ها دشوار بود، سن آندریاس ۱۱ هواپیما و ۹ بالگرد دارد و آن‌ها را در مأموریت‌های بازی بسیار کامل تر ساخته‌است
738	To counter piracy, governments and maritime industries must take preventative measures	برای مبارزه با دزدی دریایی، دولت‌ها و صنایع دریایی باید اقدامات پیشگیرانه انجام دهند
739	At the beginning of the game, he won't be completely friendly and obey all of Fiona's commands	در ابتدای بازی او رفتار دوستانه‌ای ندارد و به‌طور کامل از دستورهای فیونا اطاعت نمی‌کند
740	Its methods, in this respect, resemble those of science	روش این مکتب، از این جنبه شبیه به روش علم است
741	After Saddam Hussein fell in 2003, over 30,000 refugees returned home within two years	پس از سقوط صدام حسین در سال ۲۰۰۳، بیش از ۳۰٫۰۰۰ پناهنده طی دو سال به خانه بازگشتند
742	Another example is the School of Art, Media, and Design located in Singapore	مثال دیگر دانشکده هنر، رسانه، و طراحی می‌باشد که در سنگاپور واقع شده است
743	Some, usually smaller, nations have no armed forces at all, or rely on an armed domestic security force (e.g. police, coast guard	بعضی ملت‌های کوچکتر معمولاً نیروهای مسلح ندارند یا به یک نیروی امنیتی داخلی مسلح (مانند پلیس، گارد ساحلی) متکی هستند
744	It is the first municipal headquarters in Oregon to meet all its energy needs with renewable sources	این اولین مقر شهری در اورگان است که تمام نیازهای انرژی را از منابع تجدید پذیر بدست می اورد
745	In other instances, it is necessary to prevent the migration of molecules to the surface	در برخی موارد دیگر باید از مهاجرت مولکول‌ها به سطح جلوگیری شود
746	The European Union took this issue seriously and since 2005, has regularly reviewed the question of patients' rights by various policies with the cooperation of the World Health Organization	اتحادیه اروپا این مسئله را جدی گرفته و از سال ۲۰۰۵، با مشارکت سازمان بهداشت جهانی به‌طور مرتب مسئله حقوق بیمار را با سیاست‌های مختلف بررسی کرده‌است
747	Children’s rights embrace legal, social and other issues concerning children	حقوق کودکان، مسائل قانونی، اجتماعی و دیگر موارد مربوط به کودکان را در بر می‌گیرد
748	They are also some of the most famous Muslims in India, some of the most famous Indians known overseas, and some of the world's biggest movie stars	آن‌ها همچنین از معروفترین مسلمانان هند و از مشهورترین هندی‌های شناخته شده در خارج از کشور و از بزرگترین ستاره‌های فیلم در جهان هستند
749	According to the computer logs, the station has been there for thousands of years	طبق اطلاعات کامپیوتر این ایستگاه از هزاران سال پیش آنجا بوده‌است
750	Saudi students studying in Canada on Saudi Arabian scholarships were ordered to relocate to another country or risk losing financial assistance	عربستان سعودی به دانشجویانی که در کانادا از بورس تحصیلی این کشور استفاده می‌کنند نیز دستور داد تا به یک کشور دیگر منتقل شوند، در غیر اینصورت با خطر از دست دادن کمک مالی مواجه خواهند شد
751	In some professions, the risks have been estimated as equivalent to that of one-half to two packs of cigarettes a day	در بعضی مشاغل، خطرات برابر با نصف تا دو پاکت سیگار در روز برآورد شده‌است
752	On the four walls of the room of a private house, three or four different countries neighbouring Central Asia are depicted	در چهار دیوار از اتاق یک خانه خصوصی، سه یا چهار کشور مختلف همسایه آسیای مرکزی کشیده شده است
753	Then they would continue with local teachers outside of the family circle	سپس زنان می‌توانستند تحصیلات خود را با معلمانی محلی، خارج از حلقهٔ خانواده نیز ادامه بدهند
754	Lot's wife turns into a pillar of salt, but Lot and his daughters escape to Zoar, and end up living in a cave in the mountains	همسر لوط به دلیل نافرمانی به ستون نمک تبدیل می‌شود و لوط و دخترانش به زعار می‌گریزند و در غاری در کوه‌ها مستقر می‌شوند
755	They spend an average of two hours a day walking and 50 minutes eating	آن‌ها در طول روز به‌طور متوسط ۲ ساعت راه می‌روند و ۵۰ دقیقه غذا می‌خورند
756	I've been writing in Santa Monica and I know what the record sounds like	من در سانتا مونیکا در حال نوشتن بودم و می‌دانم ضبط چه شکلی خواهد بود
757	He subsequently decided to appear only in films that he felt were right for him	پس از آن تصمیم گرفت فقط در فیلم‌هایی بازی کند که احساس می‌کند مناسب او هستند
758	It was eventually decided that the responsibility should go to the courts	در نهایت تصمیم گرفته شد که این مسئولیت باید به دادگاه‌ها سپرده شود
759	Initialize Clock (usually starts at simulation time zero	مقدار دهی اولیه ساعت (معمولاً در زمان شبیه‌سازی از صفر شروع می‌شود
760	Seven people were injured in the bombing at the prosecutor's office and two more at U.S. embassy	هفت نفر در بمب‌گذاری در دادستانی و دو نفر دیگر در سفارت ایالات متحده مجروح شدند
761	Critical review of these images, like most of Rockwell's work, has not been entirely positive	بررسی‌های انتقادی این نقاشی‌ها مانند بیشتر آثار راکول، کاملاً مثبت نبوده‌اند
762	Since the Cantor set is the complement of a union of open sets, it itself is a closed subset of the reals, and therefore a complete metric space	از آنجا که مجموعه کانتور مکمل اجتماع از مجموعه‌های باز است، خودش یک زیر مجموعه بسته از حقیقی‌ها و در نتیجه یک فضای متریک کامل است
763	Olives pressed in warm regions like Southern Italy or Northern Africa may be pressed at significantly higher temperatures although not heated	زیتون‌های فشرده شده در نواحی گرم نظیر جنوب ایتالیا یا شمال آفریقا می‌تواند در دمای بسیار بالایی فشرده شود هرچند گرم نشده باشد
764	Then the right knee straightens (extends) while leaning to the left	دست راست او اشاره به بالا و دست چپ او اشاره به پایین دارد
765	In typical code, these are 1–3 lines long, and a procedure more than 7 lines long is very rare	در کد معمولی، طول این پروسه‌ها 1-3 خط بوده و یک پروسه با بیش از 7 خط طولانی به ندرت استفاده می‌شود
766	Finally, this Ministry regulates all strategies, policies and plans relevant to the industrial and mining sector in Iran	سرانجام این وزارتخانه تمام استراتژی‌ها، سیاست‌ها و برنامه‌های مربوط به صنایع و بخش معدن ایران را تنظیم می‌کند
767	Free migration or open immigration is the position that people should be able to migrate to whatever country they choose	مهاجرت آزاد یا مهاجرت باز این موضع است که مردم باید بتوانند، به طور رایگان به هر کشوری که انتخاب کنند، مهاجرت کنند
768	The echocardiography is performed both before and after the exercise so that structural differences can be compared	اکوکاردیوگرافی هم قبل و هم بعد از ورزش انجام می‌شود تا تفاوت‌های ساختاری قابل مقایسه باشند
769	Abdur Rahman kept a close eye on these governors, however, by creating an effective intelligence system	با این حال، عبدالرحمان از طریق ایجاد یک سیستم اطلاعاتی مؤثر، به دقت این فرمانداران را زیر نظر داشت
770	Eventually Denmark sold its colonies in India to Britain	در نهایت دانمارک مستعمرات خود را در هند به بریتانیا فروخت
771	It is a definite basis for a kind of world attainable in our own time and generation	این مبنایی قطعی برای نوعی از جهان است که در زمان و نسل خود ما قابل دستیابی است
772	An intelligence aircraft flying well outside the borders of another country will listen for long-range search radars, not short-range fire control radars that would be used by a mobile air defense	یک هواپیما هوشمند که به خوبی در خارج از مرزهای کشور دیگری پرواز میکند، برای رادارهای جستجوی طولانی، و نه رادارهای کنترل آتشباری کوتاه، که توسط یک دفاع هوایی تلفن همراه استفاده می شود، گوش می دهند
773	After graduating she goes to Europe and meets many men	پس از فارغ‌التحصیلی به اروپا می‌رود و با مردان زیادی آشنا می‌شود
774	The second largest waste reclamation program in the world is in Spain, where 12% of the nation's waste is treated	دومین پروژه بزرگ بازیافت آب در جهان در اسپانیا می‌باشد که ۱۲٪پساب ملی در آن تصفیه می‌گردد
775	They later married, and since the early 2000s they've been known for their work with museums and other cultural institutions	آن‌ها بعدها ازدواج کردند و از اوایل دههٔ ۲۰۰۰ برای کارشان با موزه‌ها و سایر موسسات فرهنگی شناخته‌شده‌اند
776	"Portman, a dual citizen of the United States and Israel, has said that although she ""really love the States ... my heart's in Jerusalem"	پورتمن که تابعیت دوگانه آمریکا و اسرائیل را دارد می‌گوید: «هرچند من واقعاً آمریکا را دوست دارم… قلبم در اورشلیم است
777	On average, it takes nearly 13 years and $130 million of research and development for a genetically modified organism to come to market	این فعالیت‌ها به‌طور میانگین ۱۳ سال طول کشیده و حدود ۱۳۰ میلیون دلار هزینه تحقیق و توسعه لازم است تا یک موجود تغییریافته ژنتیکی وارد بازار شود
778	Cameron's choices for other ministers were announced through the week	انتخاب‌های کامرون برای سایر سمت‌ها نیز در طی هفته اعلام شدند
779	The cars are designed to be filled up at a high-pressure pump	اتومبیل‌ها طراحی شده‌اند که در یک پمپ فشار بالا پر شوند
780	In Turkey, four degrees of sweetness are used	در ترکیه چهار درجه از شیرینی مورد استفاده قرار می‌گیرد
781	The meeting was organised by the Canadian Committee to Protect Journalists (now Canadian Journalists for Free Expression	این جلسه توسط کمیته کانادایی برای محافظت از روزنامه نگاران (که اکنون روزنامه نگاران کانادایی برای آزادی بیان نام دارد) برگزار شد
782	Let the sea roar, and the fulness thereof; the world, and they that dwell therein	دریا نشانه زندگی است، چراکه زندگی از آنجا آغاز شده‌است و بقای بشریت بسته به وجود آن است
783	The end of the war would only come with the military intervention of Gran Colombia	پایان جنگ تنها با مداخله نظامی کلمبیای بزرگ امکان‌پذیر بود
784	پیام تسلیت در پی درگذشت مرحوم چایچیان (حسان	پیام تسلیت در پی درگذشت مرحوم چایچیان (حسان
785	The design of new forms of Housing affected house design throughout India	طراحی فرم‌های جدید خانه‌سازی بر روی طرح‌های خانه‌ها در سراسر هند تأثیر گذاشت
786	دبیر کل جمعیت حمایت از حقوق بشر زنان: می گویند زنان تجربه مدیریتی ندارند؛ این تجربه باید ازکجا شروع شود؟ (in Persian	دبیرکل جمعیت حمایت از حقوق بشر زنان: می‌گویند زنان تجربه مدیریتی ندارند؛ این تجربه باید ازکجا شروع شود؟
787	Her brother was arrested by government forces in 2012 and his fate is unknown	برادرش در سال ۲۰۱۲ توسط نیروهای دولتی دستگیر شد و سرنوشتش نامعلوم است
788	As always, thanks for your support - it means the world to me	همانطور که همیشه، از حمایت شما سپاسگذاریم - به این معنی است که جهان برای من است
789	Schools in Canada also provide specialized education opportunities in records management	مدارس در کانادا نیز فرصت‌های تخصصی تحصیلی در مدیریت مدارک ارائه می‌دهند
790	In some cases instructions are not dependent on each other and can be executed simultaneously	در بعضی موارد دستورالعمل‌ها به یک دیگر وابسته نمی‌باشند و می‌توانند به‌طور هم‌زمان اجرا شوند
791	نتایج قطعی دور دوم انتخابات مجلس هشتم در 54 حوزه	نتایج قطعی دور دوم انتخابات مجلس هشتم در 54 حوزه
792	Of those Charedim, most of them are Hasidic of various sects	در این راستا وضعیت بسیار مبهم می‌شود زیرا اکثر ابزارها در عملکردهایشان همپوشانی دارند
793	If you can't ask certain questions in church, maybe you can ask them in fiction	اگر شما نمی‌توانید در کلیسا پرسش‌های خاصی را مطرح کنید، شاید بتوانید آنها را در داستان سؤال کنید .»
794	This hypothesis is predicated on the assumption that there is no air resistance	این فرضیه بر این گمان پیش بینی شده که مقاومت هوا به کلی وجود ندارد
795	It authorised the Working Committee to launch a civil disobedience movement throughout the country	این قطعنامه به کمیته ملی کار برای راه‌اندازی یک جنبش نافرمانی مدنی در سراسر کشور مجوز داد
796	For the same reasons, merchant banking activities became just one area of interest for modern banks	به دلایل مشابه حرکتهای بانکداری بازرگانی تبدیل به یک بخش از علاقه بانکهای مدرن شدند
797	In particular, the fires on floors 7 through 9 and 11 through 13 continued to burn out of control during the afternoon	به ویژه، آتش‌سوزی در طبقه ۷ از ۹ و ۱۱ تا ۱۳ ادامه داشت و در طول بعد از ظهر خارج از کنترل بود
798	In October 2014, Shazam announced its technology has been used to identify 15 billion songs	در اکتبر ۲۰۱۴، شزم اعلام کرد که تکنولوژی آن‌ها برای شناسایی ۱۵ میلیارد آهنگ استفاده شده است
799	Over the following month, she and Genie very quickly bonded with each other	در طی ماه بعدی، او و جینی بسیار سریع با هم دوست شدند
800	However, the best output for one firm depends on the outputs of others	با این حال، بهترین محصول برای یک شرکت بستگی به محصولات دیگران دارد
801	He also claimed that Israel had violated Sudanese air space three times in recent years	وی همچنین مدعی شد اسرائیل در سال‌های اخیر سه بار حریم هوایی این کشور را نقض کرده‌است
802	While I innocently told the truth in Toronto, plans were made, and subsequently implemented, for a major effort to destroy me	در حالی که من مظلومانه در تورونتو شهادت می‌دادم، برنامه ریخته شد و بعداً اجرا شد و تلاش زیادی برای نابودی من انجام شد
803	He is concerned, however, with the fact that the promise is not being fulfilled to the seed of Abraham (referring to the Jews	از سخنان وی« نیست در دنیا چیزی زشت تر از دوستی، که دوستی وی مبنی بر سببی و عوضی بود» ابراهیم زنگنه
804	Human and animal brains and behaviors experience similar changes regarding reward systems because these systems are so prominent	مغزها و رفتارهای انسان‌ها و حیوانات تغییرات مشابهی را در رابطه با سیستم‌های پاداش تجربه کرده‌اند، چرا که این سیستم‌ها بسیار مهم هستند
805	He no longer feels comfortable during the day because all the people he is used to seeing are not there	او هنگام روز احساس راحتی نمی‌کند زیرا همهٔ کسانی که عادت به دیدنشان در روز داشت دیگر نبودند
806	Huntington's disease: A group of researchers hosted a study that researched the function and connectivity of working memory over a 30-month longitudinal experiment	بیماری هانتینگتون: یک گروه از محققان یک مطالعه انجام دادند که به بررسی عملکرد و اتصال حافظه کاری طی یک آزمایش به طول 30 ماه می‌پرداخت
807	"To them he said, ""If you manage to overtake me, what a miserable bearer of the Qur'an I shall be"	او در این باره گفت: «اگر بخواهم صادق باشم، آن‌ها غمگین هستند»
808	However, they usually had the facilities and resources to construct prototypes	با این حال آن‌ها معمولاً امکانات و منابع لازم برای ساخت نمونه‌های اولیه را داشتند
809	In one instance, a man in Washington state was unable to obtain information about his injured mother	در یک مورد، یک مرد در ایالت واشینگتن قادر به دریافت اطلاعات در مورد مادر زخمی اش نشد
810	The system costs $250 million and has been working since May 2009	هزینه سیستم در حدود ۲۵۰$میلیون دلار می‌باشد و از ماه مه ۲۰۰۹ شروع به کار کرده‌است
811	If therefore the light that is in thee be darkness, how great is that darkness	معروف است به آبها آن): اگر حمله کنی، پادشاهی بزرگی نابود خواهد شد
812	I've been shaped by all these people and cultures and I feel quite comfortable among all of them	همه این مردم و فرهنگ‌ها به من شکل داده‌اند و من با همه آنها کاملاً راحتم.»
813	The model home 2020 project is in full accordance with the active house principles	پروژی مدل خانهٔ ۲۰۲۰ در توافق کاملی با اصول خانه‌های فعال می‌باشد
814	The relationship between the believer and God must be based on the assumption that God exists	رابطه بین ایماندار و خدا باید بر این فرض باشد که خدا موجود است
815	He later took back his comments, saying he would welcome a woman in his position	او بعداً نظراتش را پس گرفت و گفت از اینکه یک زن در مقام او قرار بگیرد استقبال می‌کند
816	In January 2015, Dajani's car was set on fire and destroyed in front of his home	در ماه ژانویه ۲۰۱۵، ماشین داجانی در مقابل خانه اش به آتش کشیده شد و منهدم گردید
817	The leader of the third group asks for mercy for himself and his men	رئیس گروه سوم از الیاس درخواست بخشش برای خود و مردانش می‌کند
818	To artists, a workspace to share their talents	برای هنرمندان، یک فضای کاری برای به اشتراک گذاشتن استعداد هایشان
819	He was later involved in the Progressive List for Peace	او بعدها در «فهرست پیشرو برای صلح» شرکت کرد
820	That's what all the religions say – don't ask who created God	این چیزی است که همه ادیان می‌گویند - نپرس چه کسی خدا را خلق کرده است
821	However, recent estimates based on mathematical models predict that around 5% of cases may take greater than 21 days to develop	با این حال، برآوردهای اخیر بر اساس مدل ریاضی پیش‌بینی شده‌است که در حدود ۵٪ از موارد، ممکن است بیشتر از ۲۱ روز زمان ببرد
822	He also said that Tesla owners' use of the network would be free forever	او همچنین گفت که استفاده ی صاحبان تسلا از شبکه برای همیشه رایگان خواهد بود
823	After that she spent more than 100 days in prison waiting for the execution	پس از آن او بیش از ۱۰۰ روز را در زندان به انتظار اعدام گذراند
824	Research by the University of Applied Sciences, Business and Social Work in St. Gallen, Switzerland, has proven that refurbishment projects and single-family homes are better than the standard	تحقیقات توسط دانشگاه علوم کاربردی، کسب و کار و مددکاری اجتماعی در سنت گالن، سوئیس، ثابت کرده‌است که پروژه‌های بازسازی و خانه‌های تک خانواری بهتر از استاندارد می‌باشد
825	Suicide attacks against the Iraqi regime and its American and British supporters were seen as the means in which to accomplish this	حملات انتحاری علیه رژیم عراق و طرفداران آمریکایی و بریتانیایی آن‌ها به عنوان وسیله ای برای تحقق این امر بود
826	Australian cities were seen as lacking beauty and civic pride	شهرهای استرالیا به‌عنوان فاقد زیبایی و غرور مدنی دیده می‌شدند
827	Sometimes no route exists and the chemist wishes to find a viable route for the first time	گاهی اوقات هیچ مسیر وجود ندارد و شیمیدان تلاش می‌کنند این مسیر را برای اولین بار پیدا کنند
828	American relations with Eastern Europe are influenced by the legacy of the Cold War	روابط آمریکا با اروپای شرقی تحت تأثیر میراث جنگ سرد است
829	She cooks and takes care of her six-year-old brother Jamie	او آشپزی می‌کند و از برادر شش ساله اش جیمی مراقبت می‌کند
830	In the United States more than in Europe, during the Cold War such restrictions applied to communists	در طول جنگ سرد، در ایالات متحده بیش از اروپا، اینچنین محدودیت‌هایی بر کمونیست‌ها اعمال می‌شد
831	A Special Jury Prize is awarded to one or two films in most years	جایزه ویژه داوران به یک یا دو فیلم در اکثر سالها اهدا می‌شود
832	By 1971, he had participated in the political campaigns of both parents	تا سال ۱۹۷۱، او در کمپین‌های سیاسی پدر و مادرش شرکت کرده بود
833	The rate of poverty decline has not been higher in the post-reform period (since 1991	نرخ کاهش فقر در دوره پس از اصلاحات از سال ۱۹۹۱ بالاتر نبوده‌است
834	Canada's parliamentary system empowers political parties and their party leaders	سیستم پارلمانی کانادا به احزاب سیاسی و رهبران حزب‌ها قدرت می‌دهد
835	"Sen says ""The impact of Hoeffding (1948) is overwhelming at the present time and is very likely to continue in the years to come"	"سن می‌گوید، """"تاثیر کار هوئفدینگ (۱۹۴۸)، بر زمان حال بسیار فراوان است، و احتمالاً در سال‌های بعد افزایش خواهد یافت"
836	This operation is done to determine if the element is either in the list or in a 2-4 tree	این عمل به منظور مشخص کردن این موضوع که عنصر مورد نظر در لیست وجود دارد یا درخت 2-4 انجام می‌شود
837	Etugen (aspect of Grumbar): Goddess of the earth, herds, and pastures for the Horde	بدین صورت زمین و بذر از او زراعت و آبیاری و مراقبت به عهده عامل باشد
838	"In India, the classification of hotels is based on two categories such as ""Star"" and ""Heritage"	در هند، طبقه‌بندی هتل‌ها بر اساس دو طبقه‌بندی مانند «ستاره» و «میراث» است
839	The third geographical region, called the Ardennes, is more rugged than the first two	سومین منطقه جغرافیایی، که آردن نامیده می‌شود، ناهموارتر از دو مورد اولی‌است
840	As a result, in order to move past each other in an extremely crowded environment, they are forced to modify their behavior	در نتیجه برای اینکه در یک محیط بسیار شلوغ از کنار هم بگذرند، مجبور می‌شوند رفتارشان را تغییر دهند
