id	en	ur
641	What are my clients' needs and how do I meet them	میرے گاہکوں کی ضروریات کیا ہیں اور میں کیسے ان کو پورا کرتی ہوں؟
642	My name is Trina Garnett, I've been incarcerated for 37 years, since I was 14 years old	میرا نام ٹرینا گارنیٹ ہے، مجھے 37 سال کی قید ہوئی ہے، اس وقت سے جب میں 14 سال کی تھی
643	Such sockets often leave intolerable amounts of pressure on the limbs of the patient, leaving them with pressure sores and blisters	ایسے ساکٹ اکثر ناقابل برداشت دباؤ ڈالتے ہیں مریض کے اعضاء پر، جس سے ان کو چھالوں اور زخم کا سامنا کرنا پڑتا ہے
644	It may be taken for granted in Canada, in America, in many developed countries, but in poor countries, in patriarchal societies, in tribal societies, it's a big event for the life of girl	شاید کینیڈا میں یہ ایک معمولی بات ہو، امریکہ اور دیگر ترقی یافتہ ممالک میں بھی، لیکن غریب ممالک میں، قبائلی اور پدرانہ معاشروں میں، یہ ایک لڑکی کی زندگی کا بہت اہم واقعہ ہے
645	The students were just scared: scared to sit in rows in fear that something would happen; scared because they were often teased in the cafeteria for eating free food	طالب علم خوف زدہ تھے: کلاس میں بیٹھے ھوئے خوفزدہ جیسے کچھ ھو جاےؑ گا؛ خوف زدہ کیونکہ انکو کیفے ٹیریا میں مفت کھانے پر دھمکایا جاتا تھا
646	"Towards the end of the focus group, and as I was thanking the mothers for their time, the elderly lady looked at me while pointing at the young girl, and said to me, ""Can you help us with"	"سوالات جوابات کی محفل کے آخر میں، جب میں ماوں کا وقت نکالنے کے لیے شکریہ ادا کر رہی تھی، اس بزرگ خاتون نے اس لڑکی کی طرف اشارہ کرتے ہوئے میری طرف دیکھا، اور کہا، ""کیا آپ ہماری مدد کر سکتی ہیں؟"
647	At first it's very unintuitive, but when you think about it from their point of view, it makes a ton of sense	پہلے پہل، یہ بہت غیر کارگر ہے، پھر جب آپ واقعی ان کے نقطہ نظر سے اس بارے میں سوچیں، کئی گنا معقول لگتی ہے
648	Let's say option A: $24,000 for this car and a five-year warranty	فرض کریں کہ ایک ہے: پانچ سال کی گارنٹی والی گاڑی جس کی قیمت 24 ہزار ڈالر ہے
649	Or it might be a choice about whether to have children, to have an ailing parent move in with you, to raise your child in a religion that your partner lives by but leaves you cold	یا پھر بچے پیدا کرنے یا نہ کرنے کا فیصلہ، یا پھر بیمار والدین کو اپنے پاس رکھنے کا فیصلہ، اپنی اولاد کو کسی مذہب پر چلانے کا فیصلہ اپنے ساتھی کے مذہب پر لیکن وہ آپکی پسند نہیں ہے
650	And you know what else it did? It collected data	اور آپ جانتے ہیں کہ اس نے مزید کیا کیا؟ اس نے اعدادوشمار جمع کئے
651	"And Calvin Coolidge said, ""No man ever listened his way out of a job"	"کیلوں کولیج کہتے ہیں، ""کوئی بھِی انسان اپنے نوکری کے علاوہ بات نہیں سنتا"
652	A woman business owner earns just 80 cents for every dollar a man earns	ایک کاروبار کی مالک عورت 80 سینٹس کماتی بالمقابل ایک ڈالر کے جو مرد کماتا ہے
653	Well, that's the question a team at MIT took to research	تو یہ وہ سوال تھا جس پر ایم آئی ٹی والوں نے تحقیق کی
654	RT: But I know electric fences are already invented, but I want to make mine	رچرڈ : مجھے پتا ہے کہ برقی باڑ ایجاد ہوچکی ہے ، مگر میں اپنی بنانا چاہتا ہوں
655	And if you do all 12 steps, you care about the pin	اور اگر آپ تمام ١٢ حصّوں پر کام کریں تو آپ کو پن کا خیال ہوگا
656	"With the mosque, with the synagogue, saying, ""We must start to speak to one another"	"مسجدوں میں، یہودی عبادت گاہوں میں ، کہہ رہے ہیں، "" ہمیں لازماً ایک دوسرے سے بات شروع کرنی چاہئیے"
657	When I launched my first book, I worked really, really hard to distribute it everywhere in Brazil	جب میری پہلی کتاب شائع ہوئی میں نے اسے برازیل کے ہر کونے میں پہنچانے کےلئے بہت بہت محنت کی
658	And it's that conviction, that that we are taught, that I think colors so much of whether we're prepared to believe that women's stories really matter	اور یہ وہی سبق ہے، جو ہمیں پڑھایا گیا ہے، اور میرے خیال میں گہرا اثر ڈالتا ہے چاہے ہمیں اس بات پر یقین ہو کہ عورتوں کی کہانیوں کی واقعی اہمیت ہے
659	On 15th of September 2005, Mr. Diepreye Alamieyeseigha, a governor of one of the oil-rich states of Nigeria, was arrested by the London Metropolitan Police on a visit to London	15 ستمبر 2005 کو نائیجیریا کی تیل کی دولت سے مالا مال ریاستوں میں سے ایک کے گورنر جناب ڈائی پریی عالم آئیصیغا کو دورہ لندن کے دوران لندن میٹرو پولیٹن پولیس نے گرفتار کر لیا
660	Now at the moment when he was working, he was actually quite happy	اس بات کے سننے سے پہلے وہ اپنے کام سے بہت خوش تھا
661	What happened, that is, on the night in the year 610 when Muhammad received the first revelation of the Koran on a mountain just outside Mecca	یعنی ہوا کیا تھا اس رات سال 610 میں جب محمّد (صل الله و علیھ وسلم) پر مکہ کے باہر ایک پہاڑ پر قرآن کی پہلی وحی نازل ہوئی
662	"I came back after two months and the children trooped in and said, ""We've understood nothing"	"میں دو ماہ بعد واپس آیا بچے جلوس کی طرح میرے پاس آئے اور کہا، ""ہمیں کچھ سمجھ نہیں آیا"
663	And of of the criticisms is this idea of merit	اور اس تنقید کے پیچھے معیار کی بنیاد پر انتخاب کا تصور ہے
664	But there are also things that go too far	لیکن کچھ چیزیں حد سے آگے بڑھ گئی ہیں
665	Someone mentioned that the Bali airport handles 16 million arrivals and departures a year	کسی نے ذکر کیا بالی کے ہوئی اڈے کے ذریعے سالانہ سولہ لاکھ لوگ آتے جاتے ہیں
666	So, as the old saying goes, if it looks like a linguistic script and it acts like a linguistic script, then perhaps we may have a linguistic script on our hands	،جیسا، کہ ایک پرانی کہاوت ہے اگر یہ زبانوں کے خط کی طرح لگتی ہے اور یہ زبانوں کی طرح عمل کرتی ہے تو شائد یہ ایک زبان کی تحریر ہی ہو
667	I mean, the brain is this intensely active organ that produces a correspondingly large amount of waste that must be efficiently cleared	میرا مظلب کہ دماغ ایک انتہائی سرگرم عضو ہے جو فاسق مادے پیدا کرتا ہے بڑی مقدارمیں انہیں پوری طرح صاف ہونا چاہیے
668	A conversation requires a balance between talking and listening, and somewhere along the way, we lost that balance	ایک گفتگو توازن چاہتی ہے سننے اور بولنے میں اور پتا نہیں کیا ہوا مگر ہم وہ توازن کھو بیٹھیں ہیں
669	I want to talk about none of that today, even though that's all really important	میں اِن سب کے پر بات نہیں کرنا چاہتی، حالانکہ یہ سب بھی بہت ضروری ہے
670	For me, a place to begin healing the souls of those affected by war and disease is by creating comfortable and affordable interfaces for their bodies	میرے لیے، وہ جگہ، جہاں روح کے زخم بھرنا شروع ہوں ، جنگ اور بیماری سے متاثر ہونے والوں کے وہ جگہ ہے جہاں آرامدہ اور سستے ساکٹ بناۓ جاسکیں ان کے جسموں کے لئے
671	They were scared from all the fighting and all the bullying	اور وہ ان تمام لڑائیوں اور دھمکیوں کی وجہ سے خوف زدہ رہتے تھے
672	How would I know what I was doing differently	مجھے کس طرح معلوم ہوتا کہ میں کچھ مختلف کر رہا ہوں
673	70 films were devoid of Asian or Asian-American speaking characters that were girls or women	70 فلمیں کسی بولنے والے ایشیائی، یا ایشیائی امریکی سے مبرا تھیں جو کہ عورت یا لڑکیاں ہوں
674	It was November 1, 2002, my first day as a principal, but hardly my first day in the school district of Philadelphia	یہ یکم نومبر 2002 کی بات هے. یہ میرا بطور پرنسپل پہلا دن تها. لیکن بہرصورت میرا ریاست فلاڈلفیا کے سکول ڈسٹرکٹ میں یہ پہلا دن نہیں تھا
675	But I have to say it's happening in spite of the dominant culture of education, not because of it	لیکن مجھے کہنا پڑیگا کہ یہ ہورہا ہے حاوی تعلیمی ثقافت کے بغیر، اسکی وجہ سے نہیں
676	"I heard a little voice saying, ""OK. You muscles, you've got to contract"	میں نے ایک آواز سنی جو کہہ رہی تھی اے میرے پٹھے تم کو اب کھچنا ہے
677	I was born and raised in South Korea, their enemy	میری پیدایش اور زنگی ، شمالی کوریا کے دشمن ملک جنوبی کوریا میں گذری تھی
678	And one of those countries is Somaliland in Africa	ان میں سے ایک ملک صومالی لینڈ افریقہ میں ہے
679	So I guess what I'm saying is this is what we've been going with	میرا کہنے کا مطلب ہے کہ یہ سب کچھ ابھی ہو رہا ہے
680	At this time there was a -- the main question was about English	اس وقت بڑا سوال انگلش سے متعلق تھا
681	They have exactly the same amount of carbon	دونوں میں کاربن کی یکساں مقدار پائی جاتی ہے
682	We have about 90 of these right now	ہمارے پاس ان کے جیسے ابھی 90 ہیں
683	But I think we've misunderstood hard choices and the role they play in our lives	میرا خیال ہے ہم نے پیچیدہ فیصلوں کو غلط سمجھا ہے نیز کہ وہ ہماری زندگی میں کیا کردار ادا کرتے ہیں
684	Do they think, do they feel and, if so, how	کیا وہ سوچتے ہیں، کیا وہ محسوس کرتے ہیں، اور اگر ہاں تو کس طرح؟
685	Two brains, eh, it depends on who it is	دو دماغ، اس کا انحصار اس بات پر ہے کہ وہ کس کے ہیں
686	So far, 119 states have joined an international treaty banning cluster bombs, which is officially called the Convention on Cluster Munitions	اب تک 119 سے زیادہ ریاستیں بین الاقوامی معاہدہ میں شامل ہوئیں تاکہ گچھا بموں کو کالعدم کریں، جس کا سرکاری نام مجلس برائے گچھا بارود ہے
687	What about, can parents detect their own children's lies	کیا والدین خود اپنے بچوں کے جھوٹ پکڑ سکتے ہیں؟
688	We got the lightbulbs replaced, and we cleaned every classroom to its core, recycling every, every textbook that was not needed, and discarded thousands of old materials and furniture	سارے بلب تبدیل کیے گئے۔ اور ہر کلاس روم کو اچھی طرح صاف کیا، اور ہر اس کتاب کو ری سائیکل کیا جو غیر ضروری تھی، اور ہزاروں پرانی چیزوں اور فرنیچر کو ردی میں ڈالا
689	Now what happens when you compare these two conditions	اب تجربے کے دونوں حصّوں کو دیکھیں تو
690	It could perhaps be a self-organizing system, so that was the second bit that I wanted to tell you, that children can self-organize and attain an educational objective	یہ شاید ایک خود منظّم سسٹم ہو سکتا ہے ، اور یہ وہ دوسری بات تھی جو میں آپ کو بتانا چاہتا تھا ، کہ بچے اپنے آپ کو خود منظّم کرسکتے ہیں اور ایک تعلیمی مقصد حاصل کرسکتے ہیں
691	I'd seen it happen over and over and over again	اور یہ میں نے بار بار ہوتے ہوئے دیکھا ہے
692	And funding, I think as well, if you're underfunded at first but you're gaining traction, especially in today's age, it's very, very easy to get intense funding	اور سرمایہ کاری بھی، اگر ابتدا میں سرمایہ کاری کم تھی مگر اب مانگ بڑھ رہی ہے، تو خصوصاً آج کے دور میں، کثیرسرمایہ کاری کاحصول بہت ہی آسان ہے
693	And for those who cannot afford even this, we offer them a variety of scholarships	اور جو یہ بھی نہیں دے سکتے، ہم انہیں مختلف طرح کے وظائف دیتے ہیں
694	You look at the menus in New York City restaurants 150 years ago, 200 years ago, you'll see snipe, woodcock, grouse, dozens of ducks, dozens of geese	آپ نیویارک شہر کے راستورانوں کے 150 یا 200 سال پہلے کے مینو پر نظر دوڑایں آپ کو وڈکاک، بٹیر اور درجنوں طرح کی بطخیں نظر آئیں گی
695	The only variable are the conditions inside the organization, and that's where leadership matters, because it's the leader that sets the tone	تبدیلی کا واحد ذریعہ وہ حالات ہیں جو ایک تنظیم کے اندر ہوتے ہیں اور یہی وہ جگہ ہے جہاں قیادت کام آتی ہے کیونکہ یہ قائد ہی ہوتا ہے جو سمت کا تعین کرتا ہے
696	The big homey told me this: money rules the world and everything in it	میرے ایک بڑے ساتھی نے مجھے یہ بتایا: پیسے کی دنیا پر حکومت ہے اور اس میں جو کچھ ہے اس پر بھی
697	I was raised in a country that has been destroyed by decades of war	میں نے ایک ایسے ملک میں پرورش پایؑی جسے دہایوں پر محیط جنگ نے تباہ کر دیا
698	One thing I shared with her is that it's so important to find your own voice, a voice that's authentic and true to you	ایک چیز میں نے اسے بتائی وہ یہ کہ بہت ضروری ہے کہ اپنی آواز کو پہچانا جائے، ایک آواز جو تمہارے لئے حق اور سچ ہے
699	To get my law degree, of course, it was really difficult, and [there were] frowns of disapproval	میرے لیے قانون کی ڈگری حاصل کرنا، بلاشبہ، بہت مشکل تھا، اور نا پسندیدگی کا اظہار ہوتا رہتا تھا
700	So here I am in this space, and my job, and any stress related to my job -- it was gone	تو میں اس خلا میں ہوں جہاں میری نوکری اور اس سے متعلق سارا دباؤ جاتا رہا
701	Applause) Because ladies and gentlemen, that's my day job	تالیاں۔۔] کیونکہ خواتین و حضرات، یہ میرے دن کے اوقات کی نوکری ہے
702	We need to put the people that are making a real difference on our pedestals, making a difference in the real world	ان لوگوں کی بات کرنے کی ضرورت ہے جو حقیقی فرق لا رہے ہیں ہماری اقدار میں اور جو دنیا بدل رہے ہیں
703	Well, that struck me as the height of extravagance and frivolity	یہ تو زندگی کی بےقدری اور اسراف کی حد ہے
704	When I first saw him, he was going through painful physiotherapy to recover from his fresh wounds	پہلی بار جب میں نے اسے دیکھا، وہ تکلیف دہ فزیوتھراپی کروا رہا تھا تاکہ تازہ زخموں سے اسکی صحت بحال ہو
705	The electron microscope fires electrons which creates images which can magnify things by as much as a million times	الیکٹران مائیکروسکوپ الیکٹران مارتا ہے جس سے تصاویر بنتی ہیں جو چیزوں کو بہت بڑا کرکے دکھاتا ہے قریب 10 لاکھ گنا بڑا
706	Understanding hard choices in this way uncovers something about ourselves we didn't know	اس طریقہ کار سے پیچیدہ انتخاب کی وضاحت ہمارے اپنے بارے میں ایک انجانی چیز کو بے نقاب کرتی ہے
707	He signed a promise to help the people of Bali say no to plastic bags	انہوں نے ایک معاہدے پر دستخط کیے بالی کے لوگوں کی مدد کرنے کے پلاسٹک کے لفافوں کو نہ کہنے میں
708	And to give you an idea of the suffer-fest that I was undergoing, the first lap around the high school track took 10 minutes	اپنے شوق کی وجہ سے میں جس تکلیف میں مبتلا تھی اس کا اندازہ یوں لگائیے، ہائی سکول کی روش کے پہلے چکر میں 10 منٹ لگے
709	Laughter) Why do we not listen to each other	قہقہہ] ہم کیوں ایک دوسرے کو نہیں سنتے؟
710	He was able to connect his understanding of electromagnetic radiation with his knowledge of cooking in order to invent -- any guesses? -- the microwave oven	یوں وہ برقی-مقناطیسی شعاؤں کو سمجھنے کے قابل ہوا۔ اور اپنے کھانا پکانے کے تجربے سے وہ بھلا کیا ایجاد کرنے کے قابل ہوا؟ مائکرو ویو اوون
711	He's illiterate, and he communicates with voice messages	وہ ان پڑھ ہے۔ اور صوتی پیغامات سے لوگوں سے رابطہ کرتا ہے
712	In the next couple of years, the hypertext community didn't recognize him either	اگلے چند سالوں میں، ہایپر ٹیکسٹ کمیونٹی نے بھی اس کو تسلیم نہیں کیا
713	Students can use this as a tool to learn about the complex concepts such as planetary motion, physics, and unlike computer screens or textbooks, this is a real, tangible experience that you can touch and feel, and it's very powerful	طالب علم اس آلے کو استعمال کرسکتے ہیں مشکل تصورات سیکھنے کے لئے، جیسے کہ سیاروں کی حرکات، طبیعیات، اور کمپیوٹر اسکرین اور کتابوں کی بجاۓ، یہ ایک اصلی اور حقیقی تجربہ ہوگا جو آپ محسوس اور چھوسکتے ہیں، اور یہ بہت طاقتور ہے
714	Instead of using the pins of the cylinder to represent musical notes, they would represent threads with different colors	بجائے پہئیے پر موسیقی کی سوئیوں کے، مختلف رنگوں کے دھاگے کو جگہ دے دی جائے
715	Laughter) MW: So, why are we actually telling you all of this	قہقہے) م و: ہم آپ کو یہ سب کیوں بتا رہے ہیں؟
716	And so we should address that. But it's part of the puzzle	اور ہمیں اس پر توجہ دینی چاہئے. لیکن یہ پہیلی کا حصہ ہے
717	But if you do one step every time, maybe you don't care as much	مگر ایک حصّے پر کام کریں تو آپ شاید خیال نہ رکھیں
718	But if an improvement in one of the jobs doesn't make it better than the other, then the two original jobs could not have been equally good	لیکن کسی ایک ملازمت میں بہتری اسکو دوسری سے بہتر قرار نہیں دیتی تو پھر دونوں ملازمتیں یکساں خوبیوں کی حامل نہیں ہیں
719	It's like trying to see a fruit fly passing in front of a car's headlight	جیسے ایک مکھی کو گاڑی کی ہیڈلائٹ کے سامنےسے گزرتے ہوےٗ دیکھنے کی کوشش کی طرح ہے
720	It's not just the most elemental design ever, it's also such a crazy fashion statement	یہ صرف ایک بنیادی ڈیزائن نہیں ہے، بلکہ یہ ایک فیشن کا منچلا اعلان بھی ہے
721	The Germans, French, Japanese and Chinese, all these nations are aware of this	جرمن، فرانسیسی، جاپانی اور چینی یہ تمام قومیں واقف ہیں
722	You can't make up for foreign policy errors by humanitarian action, but when you break something, you have a duty to try to help repair it, and that's our duty now	آپ خارجہ پالیسی کی غلطییوں کا مداوا نہیں کر سکتے انسانی ہمدردی کے کاموں سے، لیکن اگر آپ کچھ توڑیں تو آپ کی ذمہ داری ہے کہ آپ اسے جوڑنے کی کوشش کریں، اور اب یہ ہمارا فرض ہے
723	I notice a slick of blood in the water around me that gets washed downstream	میں نے اپنے پاس خون کی دھار پانی میں بہتی دیکھی
724	This piece of leather is a mere seven tissue layers thick, and as you can see, it is nearly transparent	چمڑے کا یہ ٹکڑا صرف سات پرتوں کا مجموعہ ہے، اور آپ دیکھ سکتے ہیں کہ یہ تقریبا شفاف ہے
725	They made sure that younger teachers get a chance to watch master teachers at work	انھوں نے اس بات کو یقینی بنایا کے نوجان اساتذہ کو ماسٹراساتذہ کو کام کرتے دیکھنے کا موقع ملے
726	When I was nine years old, President Mandela came to stay with my family	جب میں نو سال کا تھا، صدر منڈیلا میرے خاندان کے ساتھ رہنے کے لئے آئے
727	So bear with me as I take you through this journey	میرے ساتھ صبر کریں میں آپ کو ا پنی دا ستا ن سناتی ہوں
728	And so given these formidable obstacles, one might wonder and worry whether one will ever be able to decipher the Indus script	اور ان بڑی رکاوٹوں کی وجہ سے، کوئی پریشان ہو کرایسا سوچ سکتا ہے کہ کیا کبھی بھی سندھی لکھائی کا ادراک ممکن ہے
729	She didn't know it then, but researchers have a name for this	انھیں اس وقت یہ نہیں پتہ تھا، لیکن محقیقین نے اس کا ایک نام بھی رکھا ہے
730	And he told me about his proposed system called the World Wide Web	اور اس نے مجھے اپنے مجوزہ نظام جسے ورلڈ وائڈ ویب کہا جاتا ہے کے بارے میں بتایا
731	And he tells us to pay, but we don't speak English	وہ ہم سے قیمت ادا کرنے کو کہہ رہا تھا،مگر ہم انگریزی زبان نہیں سمجھتے ،
732	But what's really cool is that since there's a physics simulation running under this, it's actually heavier. So the lighter stuff doesn't really move but if I throw it at the lighter guys, right	لیکن مزے کی بات یہ ہے کہ چونکہ اس کے پیچھے طبیعات کی بناوٹ چل رہی ہے، یہ درحقیقت اس سے بھاری ہے۔ تو ہلکی چیزیں زیادہ حرکت نہیں کرتیں لیکن اگر میں اس کو ہلکی چیزوں کی طرف اچھالوں، ٹھیک؟
733	And where do all these items go after their one-time use	اور پھر یہ اشئیا ایک دفعہ کے استعمال کے بعد جمع ہو کر کہاں جائیں گی؟
734	And here I would like to end with a quote by Yasmine, one of the four activist women I interviewed in Tunisia	اور یہاں میں یاسمین کے ایک قول کے ساتھ اختتام کروں گی، ان 4 سرگرم کارکن خواتین میں سے ایک جن سے میں نے تیونس میں گفتگو کی
735	Over 2.5 billion people in the world today do not have proper access to water and sanitation	آج دنیا میں 2.5 ارب سے زیادہ لوگوں کے پاس پانی اور حفظان صحت تک مناسب رسائی نہیں ہے
736	And because I could no longer identify the boundaries of my body, I felt enormous and expansive	اور چونکہ میں اب اپنے جسم کی حدود کو نہیں سمجھ سکتی تھی میں نے اپنے آپ کوعظیم الشان اور قوی ہیکل محسوس کیا
737	And then we had this one event that stays in my heart forever where a basketball coach was talking to a room filled with male athletes and men from all walks of life	اور ایک دفعہ ایک ایسا واقعہ ہوا جو میرے دل میں ہمیشہ رہے گا جب ایک باسکٹ بال کا استاد ایک بھرے ہوئے کمرے میں، اپنے مرد کھلاڑیوں اور زندگی کے مختلف شعبوں سے جڑے مردوں سے بات کر رہا تھا
738	Honestly, I never heard a male firefighter asked this	ایمانداری سے میں نے کبھی نہیں سنا کہ کسی مرد آگ بجھانے والے سے یہ پوچھا گیا ہو
739	"So I said, ""Well, what did I expect"	"تو میں نے کہا، ""میں نے کس چیز کی امید باندھی تھی؟"
740	What would you say to people who think that	جو ایسا سمجھتے ہیں انکو آپ کیا جواب دیں گے؟
741	It's up to us women, because we are women, because we love our children	یہ ہم عورتوں پر منحصر ہے، کیونکہ ہم عورتیں ہیں، کیونکہ ہم اپنے بچوں سے پیار کرتی ہیں
742	Stay on that bicycle. Fall off that bicycle	سائیکل پر سوار رہو. سائیکل پر سے گر جاو
743	And you can actually simulate that behavior in the browser, which is what you see Romo doing on the left	اور اصل میں آپ اس رویے کو براؤزر میں نقل بھی کر سکتے ہیں، جو آپ رومو کو بائیں جانب کرتے ہوۓ دیکھ سکتے ہیں
744	This phenomenon is very, very relevant to anything that you've ever seen on a tropical reef	ٹروپکل ریف پر جوکچھ ابھی تک آپ نے دیکھا یے یہ اس سےبہت ہی متعلقہ بات ہے
745	"That I believe, ladies and gentlemen, should be the future ""you"	"خواتین و حضرات، میرا یقین ہے کہ مستقبل کے ""آپ"" کو ایسا ہونا چاہیے"
746	My new school now is coming in and helping by fundraising and creating an awareness	میرا نیا اسکول چندہ جمع کرنے اور آگاہی پیدا کرنے میں مدد کر رہا ہے
747	Everything I've talked about today, the examples I've given, they all have deadlines	آج جتنی مثالیں میں نے دیں، جتنے موضوعات پر پر بات کی ، ان سب کی ڈیڈ لائن تھی
748	But in the middle of the game, we make an excuse and leave the room	مگر کھیل کے درمیان میں، ہم نے معذرت کی اور کمرے سے باہر چلے گئے
749	This is not pie in the sky; this can be done	یہ کوئی خیالی پلاؤ نہیں ہے؛ یہ قابل حصول ہے
750	I talk to some people that I disagree with deeply on a personal level	کچھ ایسے لوگوں سے بات کرتی ہوں جن سے دل کی گہرائیوں سے اختلاف رکھتی ہوں
751	And we need to establish that existentially before we do so sociopolitically	اور معاشرے سے پہلے یہ اسکو ایک وجودی جتم کی ضرورت ھے
752	I'm not saying that I'm not guilty, I'm not saying that I shouldn't pay	میں یہ نہیں کہتی کہ مجھ سے غلطی نہیں ہوئی، میں نہیں کہتی کہ مجھے سزا نہ ملے
753	Before teaching, Peseshet has a patient to see	پڑھانے سے قبل، پیشت کو ایک مریض دیکھنا ہے
754	It's a profound moral matter that engages and should engage us all	یہ ایک گہرا اخلاقی معاملہ ہے جو ہمیں جوڑتا ہے اور ہم سب کو جوڑنا چاہئیے
755	In response, people are forced to flee their country, leaving over 15 million refugees	اسکے جواب میں لوگ اپنا ملک چھوڑنے پرمجبور ہو جاتے ہیں، اس کا نتیجہ ڈیڑھ کروڑ مہاجرین ہیں
756	Teach others, learn about it, talk about it	دوسروں کو سکھائیں، اس کے بارے میں جانئے، اس بارے میں بات کریں
757	You went wherever life took you for work, and people were mostly welcoming of you	زندگی جہاں آپ کو کام کے لیے لے جاتی آپ چلے جاتے، اور زیادہ تر لوگ آپ کو خوش آمدید کہتے
758	Compare and contrast gives scholars a more complete understanding of a topic	فرق اور تقابل, عالموں کو موضوع کی مکمل سمجھ بوجھ عطا کرتا ہے
759	They'll only ever pay you what they think you're worth, and you control their thinking	وہ ہمیشہ اتنا ہی دیں گے جتنی ان کے خیال میں آپکی قابلیت ہے، اور آپ انکی اس سوچ پر اختیار رکھتے ہیں
760	This device allows me to symbolically extract other people's eyes, so I have a diversity of eyes to use for my other sculptures	اس آلے سے مجھے مختلف لوگوں کی آنکھوں کے نمونے مل جاتے ہیں، اس طرح میرے پاس مختلف آنکھیں ہو جاتیں ہیں جو میں اپنے دوسرے مجسموں کے لیے استعمال کر سکتا ہوں
761	Now let's ask ourselves, what could such artifacts say about us to people 4,000 years into the future	آئے اپنے آپ سے پوچھیں، یہ نمونے ہمارے بارے میں کیا بتا سکتے ہیں لوگوں کو 4000 سال بعد؟
762	So that was my office in IIT. Here's the hole-in-the-wall	تو یہ میرا آئی-آئی-ٹی کا آفس تھا - یہ دیوار میں سوراخ ہے
763	I met him in the Nyarugusu refugee camp in Tanzania	میری اس سے تنزانیہ میں ناریگوس کی مہاجر خیمہ بستی میں ملاقات ہوئی
764	And sometimes I'm puzzled, and I ask myself why	اور بعض اوقات میں پریشان ہو جاتی ہوں اور خود سے سوال کرتی ہوں کہ ایسا کیوں ہے
765	I had been given the highest civil honor by the French government, the title of which for the life of me I can't pronounce even until now	مجھے فرانسیسی حکومت کی طرف سے اعلی ترین شہری اعزاز دیا گیا، جس کا نام ابھی تک میں بھرپور کوشش کے باوجود ادا نہیں کر سکتا
766	I think a lot of us feel boxed in by how we use these words	میرے خیال میں، ہم میں سے بہت لوگ گھٹن سی محسوس کرتے ہیں، الفاظ کےطریقہ استعمال کی وجہ سے
767	It then categorizes and organizes all that information, associates it with everything in the past we've ever learned, and projects into the future all of our possibilities	اور بھی اس ساری معلومات کو منظم اور درجہ بند کریتا ہے ماضی میں ہونے والی تمام ان تمام چیزوں سے جوڑتا ہے جو ہم نے کبھی سیکھیں تھیں اور مستقبل کے امکانات یعنی ہمارے منصوبوں پر اس کے اثرات کا تعین کر دیتا ہے
768	The bad news was that everyone liked Howard	خراب بات یہ ہے کہ ہارورڈ سبھی کو زیادہ پسند آیا
769	And I'd like to share a few things that people wrote on this wall	اور میں کچھ چیزیں آپ کو بتانا چاہوں گی جو لوگوں نے دیوار پر لکھیں
770	I went to teach seventh graders math in the New York City public schools	ميں ساتويں جماعت کو رياضی پڑھانے لگی نيو يارک شہر کے سرکاری سکولوں ميں
771	How do we get people to think differently about what we really want	ہم کیسے لوگوں کو سمجھائیں کے ہماری حقیقی طلب کیا ہے؟
772	Again, assume that you have something to learn	یاد رکھئے، کچھ ہے جس سے آپ سیکھ سکتے ہیں
773	And it's also really hard to tell the difference between what's authentic and what's digitally manipulated	اور یہ فرق بھی کہ کیا حقیقی ہے اور کس میں ڈیجیٹل ہیرا پھیری کی گئی ہے
774	Laughter) It was dinnertime, and we started looking for a place to eat	یہ رات کے کھانے کے کا وقت تھا، اور ہم نے کھانے کی جگہ کے لئے تلاش شروع کر دی
775	It's built with mostly off-the-shelf parts and costs about 1,000 times cheaper than the ROVs James Cameron used to explore the Titanic	یہ آسانی سے دستیاب پرزوں سے بنایا گیا ہے اور اس کی قیمت قریب 1000 گنا کم ہے ان ' آر- او- وی' سے جو جیمز کیمرون نے استعمال کے تھے ٹائٹینک کو کھوج کرنے کے لئے
776	Do you think a lot of classes next school year should try this thing out	کیا آپ کو لگتا ہے کہ بہت سے کلاسز کو اگلے تعلیمی سال اسکی کوشش کرنی چاہئے؟
777	And I'm slamming it together so hard that that hydrogen fuses together, and in the process it has some byproducts, and I utilize those byproducts	اور میں اسے اتنی قوت سے آپس میں ٹکرا رہا ہوں کہ ہائیڈروجن ایک دوسرے کے ساتھ فیوز ہو جائے , اور اس عمل میں کچھ ضمنی مصنوعات بھی ہوتی ہیں اور میں ان ضمنی مصنوعات کو استمعال کرتا ہوں
778	If a woman and a man work full-time and have a child, the woman does twice the amount of housework the man does, and the woman does three times the amount of childcare the man does	اگر میاں بیوی دونوں پیشہ ور ہوں، اور ان کی اولاد ہو، تو شوہر کےمقابلے میں بیوی دوگنا گھریلو، اور اولاد کے معاملے میں تین گنا زیادہ کام کرتی ہے
779	They were saying that they preferred the automated version of their cousin to their cousin	کہ وہ اپنے کزن کی خودکار ورژن کو اپنے کزن پر ترجیح دیتے ہیں
780	We made a guess. The guess was that schools in remote areas do not have good enough teachers	ہم نے ایک مفروضہ قائم کیا، اور مفروضہ یہ تھا کہ جو سکول دور ہیں وہاں پر اچھے ٹیچرز میسر نہیں ہیں
781	The school was in a house, more than 100 of us packed in one small living room	سکول ایک مکان میں تھا جس کے ایک کمرے میں ہم سو سے زیادہ لوگ اپنی جگہ بنا تے تھے
